Number,Title,Name,PartyName,MpType,IsMp,IsPmCandidate,MpProvince,MpZone,MpList,companyType,totalValueShare,countCompShare,countDirector,totalPctShare,IsExMp,ExImage,IsSenator,IsCabinet,IsActive
,นาย,พัฒนา รัตนพันธ์,ท้องที่ไทย,บัญชีรายชื่อ,true,false,,,,['F'],0.0,0.0,1.0,0.0,false,false,false,false,
,นาย,อรรถษิธ ชื่นสงวน,ท้องที่ไทย,บัญชีรายชื่อ,true,false,,,,[],0.0,0.0,0.0,0.0,false,false,false,false,
,นาย,กิตติ สาทองขาว,ท้องที่ไทย,บัญชีรายชื่อ,true,false,,,,[],0.0,0.0,0.0,0.0,false,false,false,false,
,นาย,ทนงศักดิ์ ศิริรัตน์,ท้องที่ไทย,บัญชีรายชื่อ,true,false,,,,[],0.0,0.0,0.0,0.0,false,false,false,false,
,นาย,บุญเพ็ง ศรีนวล,ท้องที่ไทย,บัญชีรายชื่อ,true,false,,,,['A'],0.0,0.0,1.0,0.0,false,false,false,false,
,ร้อยตำรวจเอก,สมพร นนท์จันทร์,ท้องที่ไทย,บัญชีรายชื่อ,true,false,,,,[],0.0,0.0,0.0,0.0,false,false,false,false,
,นาย,พลังบุญ ศรีนุต,ท้องที่ไทย,บัญชีรายชื่อ,true,false,,,,[],0.0,0.0,0.0,0.0,false,false,false,false,
,นาย,สมพงค์ อันพาพรม,ท้องที่ไทย,บัญชีรายชื่อ,true,false,,,,['F'],0.0,0.0,1.0,0.0,false,false,false,false,
,นาย,อานุภาพ ธีรณิศรานนท์,ท้องที่ไทย,บัญชีรายชื่อ,true,false,,,,['E'],0.0,0.0,1.0,0.0,false,false,false,false,
,นาย,เมธี ฉัตรทอง,ท้องที่ไทย,บัญชีรายชื่อ,true,false,,,,"['F', 'M']",0.0,0.0,2.0,0.0,false,false,false,false,
,นาย,วีระศักดิ์ จำปาพันธ์,ท้องที่ไทย,บัญชีรายชื่อ,true,false,,,,"['J', 'F']",1027183.0,1.0,1.0,0.01,false,false,false,false,
,นาย,ชำนาญ ศรีสงค์,ท้องที่ไทย,บัญชีรายชื่อ,true,false,,,,[],0.0,0.0,0.0,0.0,false,false,false,false,
,นาย,เชาวฤทธิ์ ขจรพงศ์กีรติ,พลังสังคมใหม่,บัญชีรายชื่อ,true,true,,,,"['K', 'F']",0.0,0.0,2.0,0.0,false,false,false,false,
,นาย,อนุรักษ์ ขันทะสีมา,พลังสังคมใหม่,บัญชีรายชื่อ,true,false,,,,[],0.0,0.0,0.0,0.0,false,false,false,false,
,นาย,สุวรรณ แก้วทอง,พลังสังคมใหม่,บัญชีรายชื่อ,true,false,,,,[],0.0,0.0,0.0,0.0,false,false,false,false,
,นาย,อังกรู ไผ่แก้ว,พลังสังคมใหม่,บัญชีรายชื่อ,true,false,,,,[],0.0,0.0,0.0,0.0,false,false,false,false,
,นาย,นรสิงห์ โคตะนนท์,พลังสังคมใหม่,บัญชีรายชื่อ,true,false,,,,[],0.0,0.0,0.0,0.0,false,false,false,false,
,นาย,เลิศมงคล คงเจริญ,พลังสังคมใหม่,บัญชีรายชื่อ,true,false,,,,[],0.0,0.0,0.0,0.0,false,false,false,false,
,นาย,วรพัทธ์ คงสะอาด,พลังสังคมใหม่,บัญชีรายชื่อ,true,false,,,,[],0.0,0.0,0.0,0.0,false,false,false,false,
,นาย,พรชัย วิมลศุภวงศ์,พลังสังคมใหม่,บัญชีรายชื่อ,true,false,,,,[],0.0,0.0,0.0,0.0,false,false,false,false,
,นาง,พัชรินทร์ พิมพา,พลังสังคมใหม่,บัญชีรายชื่อ,true,false,,,,[],0.0,0.0,0.0,0.0,false,false,false,false,
,นาย,สมเกียรติ แก้วสิมมา,พลังสังคมใหม่,บัญชีรายชื่อ,true,false,,,,[],0.0,0.0,0.0,0.0,false,false,false,false,
,นาย,ศราวุฒิ ปรีดากัญญารัตน์,พลังสังคมใหม่,บัญชีรายชื่อ,true,false,,,,[],0.0,0.0,0.0,0.0,false,false,false,false,
,นางสาว,แสงอัมพา หริมูลวงศ์,พลังสังคมใหม่,บัญชีรายชื่อ,true,false,,,,[],0.0,0.0,0.0,0.0,false,false,false,false,
,นาย,ศิริศักดิ์ นาชัยเงิน,พลังสังคมใหม่,บัญชีรายชื่อ,true,false,,,,"['G', 'C']",783798.0,1.0,1.0,0.01,false,false,false,false,
,ว่าที่ร้อยตรี,สัญญา ฉายาวิก,กรีน,บัญชีรายชื่อ,true,false,,,,['F'],0.0,0.0,1.0,0.0,false,false,false,false,
,นางสาว,พรตชนก ชื่นชอบ,พลังสังคมใหม่,บัญชีรายชื่อ,true,false,,,,[],0.0,0.0,0.0,0.0,false,false,false,false,
,นาย,มุกดิ์หาญ สโมสร,พลังสังคมใหม่,บัญชีรายชื่อ,true,false,,,,[],0.0,0.0,0.0,0.0,false,false,false,false,
,นาย,นวพัฒน์ มโนหวัน,พลังสังคมใหม่,บัญชีรายชื่อ,true,false,,,,[],0.0,0.0,0.0,0.0,false,false,false,false,
,นาย,ภราดร ดลภราดร,พลังสังคมใหม่,บัญชีรายชื่อ,true,false,,,,['F'],0.0,0.0,1.0,0.0,false,false,false,false,
,นาย,นพมาศ พานมาตย์,พลังสังคมใหม่,บัญชีรายชื่อ,true,false,,,,[],0.0,0.0,0.0,0.0,false,false,false,false,
1.0,ว่าที่ร้อยตรีหญิง,อรพรรณ จันตาเรือง,ก้าวไกล,แบ่งเขต,true,false,เชียงใหม่,6.0,,[],0.0,0.0,0.0,0.0,false,false,false,false,
,นาย,สุรชา รณคนา,พลังสังคมใหม่,บัญชีรายชื่อ,true,false,,,,[],0.0,0.0,0.0,0.0,false,false,false,false,
,นาย,อดิศักดิ์ ไชยรัตน์,พลังสังคมใหม่,บัญชีรายชื่อ,true,false,,,,[],0.0,0.0,0.0,0.0,false,false,false,false,
,นาย,เรณู ผิวขาว,พลังสังคมใหม่,บัญชีรายชื่อ,true,false,,,,[],0.0,0.0,0.0,0.0,false,false,false,false,
,นาย,ปุนภพ คงเจริญเขต,พลังสังคมใหม่,บัญชีรายชื่อ,true,false,,,,[],0.0,0.0,0.0,0.0,false,false,false,false,
,นาย,บุญธรรม วายุบัตร,พลังสังคมใหม่,บัญชีรายชื่อ,true,false,,,,[],0.0,0.0,0.0,0.0,false,false,false,false,
,นาย,ณะไพโรจน์ พัวจันทร์ดี,พลังสังคมใหม่,บัญชีรายชื่อ,true,false,,,,[],0.0,0.0,0.0,0.0,false,false,false,false,
,นาย,มาริษ คุณากร,พลังสังคมใหม่,บัญชีรายชื่อ,true,false,,,,"['R', 'G']",49026.0,2.0,0.0,0.0,false,false,false,false,
,นาย,ปรีดา บุญเพลิง,ครูไทยเพื่อประชาชน,บัญชีรายชื่อ,true,false,,,,"['P', 'G', 'G']",0.0,0.0,3.0,0.0,true,false,false,false,
,นาย,ไพโรจน์ กระจ่างพันธ์,ครูไทยเพื่อประชาชน,บัญชีรายชื่อ,true,false,,,,[],0.0,0.0,0.0,0.0,false,false,false,false,
,นาย,สิริชัย วงศ์พัฒนกิจ,ครูไทยเพื่อประชาชน,บัญชีรายชื่อ,true,false,,,,['M'],11116560.0,1.0,0.0,0.11,false,false,false,false,
8.0,จ่าเอก,ธีรสุต มีอินทร์,ก้าวไกล,แบ่งเขต,true,false,ชุมพร,1.0,,['C'],432900.0,1.0,0.0,0.0,false,false,false,false,
,นาย,จีระพงษ์ ถนอมดำรงศักดิ์,ครูไทยเพื่อประชาชน,บัญชีรายชื่อ,true,false,,,,[],0.0,0.0,0.0,0.0,false,false,false,false,
,นาย,คมกริช พุดดี,ครูไทยเพื่อประชาชน,บัญชีรายชื่อ,true,false,,,,[],0.0,0.0,0.0,0.0,false,false,false,false,
,นาย,ตรีเพชร ศรีกระภา,ครูไทยเพื่อประชาชน,บัญชีรายชื่อ,true,false,,,,[],0.0,0.0,0.0,0.0,false,false,false,false,
,นาย,กัมปนาท มูลโต,ครูไทยเพื่อประชาชน,บัญชีรายชื่อ,true,false,,,,[],0.0,0.0,0.0,0.0,false,false,false,false,
,นาย,สินสมุทร สมัยพิทักษ์,ครูไทยเพื่อประชาชน,บัญชีรายชื่อ,true,false,,,,[],0.0,0.0,0.0,0.0,false,false,false,false,
,นาย,ปรัชญา มั่นทน,ครูไทยเพื่อประชาชน,บัญชีรายชื่อ,true,false,,,,[],0.0,0.0,0.0,0.0,false,false,false,false,
,นาย,พิศณุ ภูชงค์,ครูไทยเพื่อประชาชน,บัญชีรายชื่อ,true,false,,,,[],0.0,0.0,0.0,0.0,false,false,false,false,
,นาย,วิชาญ ช่างวาด,ครูไทยเพื่อประชาชน,บัญชีรายชื่อ,true,false,,,,[],0.0,0.0,0.0,0.0,false,false,false,false,
,นาย,มาคอรี บูละ,ครูไทยเพื่อประชาชน,บัญชีรายชื่อ,true,false,,,,[],0.0,0.0,0.0,0.0,false,false,false,false,
,นาย,อนุชา ทองสงค์,ครูไทยเพื่อประชาชน,บัญชีรายชื่อ,true,false,,,,[],0.0,0.0,0.0,0.0,false,false,false,false,
,นาย,ศิลป์ชัย อาจภักดี,ครูไทยเพื่อประชาชน,บัญชีรายชื่อ,true,false,,,,[],0.0,0.0,0.0,0.0,false,false,false,false,
,สิบตรี,สมยศ นุริตานนท์,ครูไทยเพื่อประชาชน,บัญชีรายชื่อ,true,false,,,,[],0.0,0.0,0.0,0.0,false,false,false,false,
,นางสาว,เพ็ญศรี สุขกาล,ครูไทยเพื่อประชาชน,บัญชีรายชื่อ,true,false,,,,[],0.0,0.0,0.0,0.0,false,false,false,false,
,นาง,สร้อยสุดา นาคอนุเคราะห์,ครูไทยเพื่อประชาชน,บัญชีรายชื่อ,true,false,,,,[],0.0,0.0,0.0,0.0,false,false,false,false,
,นาย,ไกรพจน์ บุญประเสริฐ,ครูไทยเพื่อประชาชน,บัญชีรายชื่อ,true,false,,,,[],0.0,0.0,0.0,0.0,false,false,false,false,
,นาย,ยศวิน ทศโยธิน,ครูไทยเพื่อประชาชน,บัญชีรายชื่อ,true,false,,,,[],0.0,0.0,0.0,0.0,false,false,false,false,
,นาย,กิจการ ศรีพระพร,ครูไทยเพื่อประชาชน,บัญชีรายชื่อ,true,false,,,,"['G', 'G', 'C', 'G', 'J', 'G']",275127.0,5.0,1.0,0.0,false,false,false,false,
,นาย,กำจร วงศ์จันทรวิรัช,ครูไทยเพื่อประชาชน,บัญชีรายชื่อ,true,false,,,,[],0.0,0.0,0.0,0.0,false,false,false,false,
,นาย,สุบิน เมืองโครต,ครูไทยเพื่อประชาชน,บัญชีรายชื่อ,true,false,,,,[],0.0,0.0,0.0,0.0,false,false,false,false,
,นาย,ประเวช คำสวัสดิ์,ครูไทยเพื่อประชาชน,บัญชีรายชื่อ,true,false,,,,[],0.0,0.0,0.0,0.0,false,false,false,false,
,นาย,วินัย นาคนิรันดร์,ครูไทยเพื่อประชาชน,บัญชีรายชื่อ,true,false,,,,[],0.0,0.0,0.0,0.0,false,false,false,false,
,นาย,สุริยา เรียนสร้อย,ครูไทยเพื่อประชาชน,บัญชีรายชื่อ,true,false,,,,"['F', 'G', 'C', 'G']",-628584.0,4.0,0.0,-0.01,false,false,false,false,
,นาย,เสถียร แตะยา,ครูไทยเพื่อประชาชน,บัญชีรายชื่อ,true,false,,,,[],0.0,0.0,0.0,0.0,false,false,false,false,
,นาย,เกียรติภัช เกิดรี,ครูไทยเพื่อประชาชน,บัญชีรายชื่อ,true,false,,,,[],0.0,0.0,0.0,0.0,false,false,false,false,
,นาย,มานพ อ่วมสถิตย์,ครูไทยเพื่อประชาชน,บัญชีรายชื่อ,true,false,,,,[],0.0,0.0,0.0,0.0,false,false,false,false,
,นาย,สุธี ลีกระจ่าง,ครูไทยเพื่อประชาชน,บัญชีรายชื่อ,true,false,,,,[],0.0,0.0,0.0,0.0,false,false,false,false,
,นางสาว,ปรางชิด ไชนาท,ครูไทยเพื่อประชาชน,บัญชีรายชื่อ,true,false,,,,[],0.0,0.0,0.0,0.0,false,false,false,false,
,นาย,สุนาย ศาลารมย์,ครูไทยเพื่อประชาชน,บัญชีรายชื่อ,true,false,,,,['G'],0.0,0.0,1.0,0.0,false,false,false,false,
,นาย,วิสิษฐ์พล ฟักเกตุ,ครูไทยเพื่อประชาชน,บัญชีรายชื่อ,true,false,,,,[],0.0,0.0,0.0,0.0,false,false,false,false,
,นาง,พัน แสนคำ,ครูไทยเพื่อประชาชน,บัญชีรายชื่อ,true,false,,,,['F'],0.0,0.0,1.0,0.0,false,false,false,false,
,นาย,ณัฐดนัย สามภักดี,ครูไทยเพื่อประชาชน,บัญชีรายชื่อ,true,false,,,,[],0.0,0.0,0.0,0.0,false,false,false,false,
,นาย,เวโรจน์ ฤทธิรงค์,ครูไทยเพื่อประชาชน,บัญชีรายชื่อ,true,false,,,,[],0.0,0.0,0.0,0.0,false,false,false,false,
,นาย,เพชร คงวิชาการ,ครูไทยเพื่อประชาชน,บัญชีรายชื่อ,true,false,,,,[],0.0,0.0,0.0,0.0,false,false,false,false,
,นาย,เสริญ สุขเกษม,ครูไทยเพื่อประชาชน,บัญชีรายชื่อ,true,false,,,,[],0.0,0.0,0.0,0.0,false,false,false,false,
,นาย,สะมาแอ กูโน,ครูไทยเพื่อประชาชน,บัญชีรายชื่อ,true,false,,,,[],0.0,0.0,0.0,0.0,false,false,false,false,
,นาย,สมพงษ์ สุรเดช,ครูไทยเพื่อประชาชน,บัญชีรายชื่อ,true,false,,,,[],0.0,0.0,0.0,0.0,false,false,false,false,
,นาย,เดชาธร สุขวัฒน์,ครูไทยเพื่อประชาชน,บัญชีรายชื่อ,true,false,,,,[],0.0,0.0,0.0,0.0,false,false,false,false,
,นาย,อนันต์ เกตุสุภะ,ครูไทยเพื่อประชาชน,บัญชีรายชื่อ,true,false,,,,[],0.0,0.0,0.0,0.0,false,false,false,false,
,นาย,สุวรรณ ธนะวงศ์,ครูไทยเพื่อประชาชน,บัญชีรายชื่อ,true,false,,,,[],0.0,0.0,0.0,0.0,false,false,false,false,
,นาย,ชาญวิช ฤทธิรงค์,ครูไทยเพื่อประชาชน,บัญชีรายชื่อ,true,false,,,,[],0.0,0.0,0.0,0.0,false,false,false,false,
,นาย,คมสันต์ ดลรัศมี,ครูไทยเพื่อประชาชน,บัญชีรายชื่อ,true,false,,,,[],0.0,0.0,0.0,0.0,false,false,false,false,
,นางสาว,สุนิสา โสรถาวร,ครูไทยเพื่อประชาชน,บัญชีรายชื่อ,true,false,,,,[],0.0,0.0,0.0,0.0,false,false,false,false,
,นาย,เสรีชน ศรีบุตร,ครูไทยเพื่อประชาชน,บัญชีรายชื่อ,true,false,,,,[],0.0,0.0,0.0,0.0,false,false,false,false,
,นาย,ถนอมทรัพย์ สุขศรี,ครูไทยเพื่อประชาชน,บัญชีรายชื่อ,true,false,,,,[],0.0,0.0,0.0,0.0,false,false,false,false,
,นาย,คำตัน สนทอง,ครูไทยเพื่อประชาชน,บัญชีรายชื่อ,true,false,,,,[],0.0,0.0,0.0,0.0,false,false,false,false,
,นางสาว,ศศนนท ดิลกสุนทร,ครูไทยเพื่อประชาชน,บัญชีรายชื่อ,true,false,,,,[],0.0,0.0,0.0,0.0,false,false,false,false,
,นาย,จำรัส ไกยสิทธิ์,ครูไทยเพื่อประชาชน,บัญชีรายชื่อ,true,false,,,,"['F', 'F', 'G']",0.0,0.0,3.0,0.0,false,false,false,false,
,นาย,ดำเนิน โพธิ์แจ้ง,ครูไทยเพื่อประชาชน,บัญชีรายชื่อ,true,false,,,,[],0.0,0.0,0.0,0.0,false,false,false,false,
,นาย,ภาสกร อ่อนภักดี,ครูไทยเพื่อประชาชน,บัญชีรายชื่อ,true,false,,,,[],0.0,0.0,0.0,0.0,false,false,false,false,
,นาย,สิทธิพร ดีบุญมี ณ ชุมแพ,ครูไทยเพื่อประชาชน,บัญชีรายชื่อ,true,false,,,,[],0.0,0.0,0.0,0.0,false,false,false,false,
,นาง,กนกนภา เลี้ยงประยูร,ครูไทยเพื่อประชาชน,บัญชีรายชื่อ,true,false,,,,[],0.0,0.0,0.0,0.0,false,false,false,false,
,นาย,เฉลิมศักดิ์ กลิ่นบัว,ครูไทยเพื่อประชาชน,บัญชีรายชื่อ,true,false,,,,[],0.0,0.0,0.0,0.0,false,false,false,false,
,นาย,อับดุลวาฮับ เจ๊ะแล,ครูไทยเพื่อประชาชน,บัญชีรายชื่อ,true,false,,,,[],0.0,0.0,0.0,0.0,false,false,false,false,
,นาย,อดุลย์ ดอรอเงาะ,ครูไทยเพื่อประชาชน,บัญชีรายชื่อ,true,false,,,,[],0.0,0.0,0.0,0.0,false,false,false,false,
,นาย,อนุทิน ชาญวีรกูล,ภูมิใจไทย,บัญชีรายชื่อ,true,true,,,,"['F', 'K', 'L', 'L', 'L', 'L', 'L', 'C', 'L', 'F']",0.0,0.0,10.0,0.0,true,false,false,true,
,นาย,ศักดิ์สยาม ชิดชอบ,ภูมิใจไทย,บัญชีรายชื่อ,true,false,,,,['F'],0.0,0.0,1.0,0.0,true,false,false,true,
,นาย,ทรงศักดิ์ ทองศรี,ภูมิใจไทย,บัญชีรายชื่อ,true,false,,,,[],0.0,0.0,0.0,0.0,true,false,false,true,
,นาย,ชลัฐ รัชกิจประการ,ภูมิใจไทย,บัญชีรายชื่อ,true,false,,,,['G'],745184.0,1.0,0.0,0.01,false,false,false,false,
,นางสาว,ชนม์ทิดา อัศวเหม,ภูมิใจไทย,บัญชีรายชื่อ,true,false,,,,"['G', 'G']",140541942.0,1.0,1.0,1.42,false,false,false,false,
,นาย,นันทนา สงฆ์ประชา,ภูมิใจไทย,บัญชีรายชื่อ,true,false,,,,['L'],-12354107.0,1.0,0.0,-0.12,true,false,false,false,
,นาย,พุทธิพงษ์ ปุณณกันต์,ภูมิใจไทย,บัญชีรายชื่อ,true,false,,,,['G'],0.0,0.0,1.0,0.0,true,false,false,true,
,นาย,ศุภชัย ใจสมุทร,ภูมิใจไทย,บัญชีรายชื่อ,true,false,,,,"['I', 'M', 'N']",0.0,0.0,3.0,0.0,true,false,false,false,
,นางสาว,ไตรศุลี ไตรสรณกุล,ภูมิใจไทย,บัญชีรายชื่อ,true,false,,,,"['G', 'C', 'N', 'G']",48851.0,1.0,3.0,0.0,false,false,false,false,
,นาง,ศุภมาส อิศรภักดี,ภูมิใจไทย,บัญชีรายชื่อ,true,false,,,,['C'],0.0,0.0,1.0,0.0,true,false,false,false,
,นาย,สรอรรถ กลิ่นประทุม,ภูมิใจไทย,บัญชีรายชื่อ,true,false,,,,[],0.0,0.0,0.0,0.0,true,false,false,false,
,นางสาว,เรวดี รัศมิทัต,ภูมิใจไทย,บัญชีรายชื่อ,true,false,,,,[],0.0,0.0,0.0,0.0,false,false,false,false,
,นาย,นัจมุดดีน อูมา,ภูมิใจไทย,บัญชีรายชื่อ,true,false,,,,"['I', 'F']",136134.0,1.0,1.0,0.0,false,false,false,false,
,นาย,กิตติชัย เอ่งฉ้วน,ภูมิใจไทย,บัญชีรายชื่อ,true,false,,,,"['R', 'G', 'P', 'N', 'F', 'G', 'J']",-217619.0,1.0,6.0,-0.0,false,false,false,false,
,นาย,ปวรรณ วิลาวัลย์ ศรีจันทร์งาม,ภูมิใจไทย,บัญชีรายชื่อ,true,false,,,,[],0.0,0.0,0.0,0.0,false,false,false,false,
,นาย,มารุต มัสยวาณิช,ภูมิใจไทย,บัญชีรายชื่อ,true,false,,,,"['G', 'A', 'H', 'C', 'H']",0.0,0.0,5.0,0.0,true,false,false,false,
,นาย,ภิญโญ นิโรจน์,ภูมิใจไทย,บัญชีรายชื่อ,true,false,,,,"['R', 'K']",-352883.0,1.0,1.0,-0.0,true,false,false,false,
,นาย,ปารเมศ โพธารากุล,ภูมิใจไทย,บัญชีรายชื่อ,true,false,,,,"['F', 'I', 'N', 'L']",0.0,0.0,4.0,0.0,false,false,false,false,
,นาย,อารี ไกรนรา,ภูมิใจไทย,บัญชีรายชื่อ,true,false,,,,[],0.0,0.0,0.0,0.0,true,false,false,false,
,นาย,สามารถ แก้วมีชัย,ภูมิใจไทย,บัญชีรายชื่อ,true,false,,,,"['F', 'F', 'N', 'G', 'L', 'L', 'L']",0.0,0.0,7.0,0.0,false,false,false,false,
,นางสาว,อนุสรี ทับสุวรรณ,ภูมิใจไทย,บัญชีรายชื่อ,true,false,,,,[],0.0,0.0,0.0,0.0,true,false,false,false,
,นาย,เอกสิทธิ์ คุณานันทกุล,ภูมิใจไทย,บัญชีรายชื่อ,true,false,,,,"['G', 'G', 'L', 'L', 'N', 'G', 'L', 'G', 'H', 'G', 'L', 'G', 'L', 'H', 'G', 'C', 'E', 'L', 'C', 'C', 'H', 'M', 'M', 'G', 'G', 'L', 'M', 'N', 'E', 'L', 'G', 'G', 'G', 'G', 'C', 'G', 'C', 'G', 'C']",154476132.0,27.0,12.0,1.56,false,false,false,false,
,นาย,บุญดำรง ประเสริฐโสภา,ภูมิใจไทย,บัญชีรายชื่อ,true,false,,,,[],0.0,0.0,0.0,0.0,false,false,false,false,
,นาย,จำรัส คำรอด,ภูมิใจไทย,บัญชีรายชื่อ,true,false,,,,[],0.0,0.0,0.0,0.0,false,false,false,false,
,นาย,เพิ่มพูน ทองศรี,ภูมิใจไทย,บัญชีรายชื่อ,true,false,,,,['G'],1463191.0,1.0,0.0,0.01,false,false,false,false,
,นาย,สวาป เผ่าประทาน,ภูมิใจไทย,บัญชีรายชื่อ,true,false,,,,"['G', 'F', 'F', 'G']",0.0,0.0,4.0,0.0,true,false,false,false,
