province,electorialDistrictNumber,district,subdistrict
สุพรรณบุรี,3,ศรีประจันต์,
สุพรรณบุรี,3,สามชุก,
สุพรรณบุรี,3,อู่ทอง,อู่ทอง
สุพรรณบุรี,3,อู่ทอง,หนองโอ่ง
สุพรรณบุรี,3,อู่ทอง,ดอนคา
สุพรรณบุรี,3,อู่ทอง,พลับพลาไชย
สุพรรณบุรี,3,อู่ทอง,บ้านโข้ง
สุพรรณบุรี,4,ดอนเจดีย์,สระกระโจม
สุพรรณบุรี,4,ดอนเจดีย์,ทะเลบก
สุพรรณบุรี,4,ด่านช้าง,
สุพรรณบุรี,4,หนองหญ้าไซ,
สุพรรณบุรี,4,เดิมบางนางบวช,
สุราษฎร์ธานี,1,เมืองสุราษฎร์ธานี,
สุราษฎร์ธานี,2,กาญจนดิษฐ์,ท่าทองใหม่
สุราษฎร์ธานี,2,กาญจนดิษฐ์,ท่าทอง
สุราษฎร์ธานี,2,กาญจนดิษฐ์,กะแดะ
สุราษฎร์ธานี,2,กาญจนดิษฐ์,ทุ่งกง
สุราษฎร์ธานี,2,กาญจนดิษฐ์,กรูด
สุราษฎร์ธานี,2,กาญจนดิษฐ์,พลายวาส
สุราษฎร์ธานี,2,กาญจนดิษฐ์,ตะเคียนทอง
สุราษฎร์ธานี,2,กาญจนดิษฐ์,ท่าอุแท
สุราษฎร์ธานี,2,ดอนสัก,
สุราษฎร์ธานี,2,เกาะพะงัน,
สุราษฎร์ธานี,2,เกาะสมุย,
สุราษฎร์ธานี,3,กาญจนดิษฐ์,ทุ่งรัง
สุราษฎร์ธานี,3,กาญจนดิษฐ์,ช้างซ้าย
สุราษฎร์ธานี,3,กาญจนดิษฐ์,ช้างขวา
สุราษฎร์ธานี,3,กาญจนดิษฐ์,ป่าร่อน
สุราษฎร์ธานี,3,กาญจนดิษฐ์,คลองสระ
สุราษฎร์ธานี,3,บ้านนาสาร,
สุราษฎร์ธานี,3,เวียงสระ,
สุราษฎร์ธานี,4,คีรีรัฐนิคม,กะเปา
สุราษฎร์ธานี,4,คีรีรัฐนิคม,ท่ากระดาน
สุราษฎร์ธานี,4,คีรีรัฐนิคม,ย่านยาว
สุราษฎร์ธานี,4,คีรีรัฐนิคม,ถ้ำสิงขร
สุราษฎร์ธานี,4,คีรีรัฐนิคม,บ้านทำเนียบ
สุราษฎร์ธานี,4,บ้านนาเดิม,
สุราษฎร์ธานี,4,พุนพิน,
สุราษฎร์ธานี,4,เคียนซา,เคียนซา
สุราษฎร์ธานี,4,เคียนซา,พ่วงพรมคร
สุราษฎร์ธานี,4,เคียนซา,เขาตอก
สุราษฎร์ธานี,4,เคียนซา,อรัญคามวารี
สุราษฎร์ธานี,5,ชัยบุรี,
สุราษฎร์ธานี,5,บ้านตาขุน,
สุราษฎร์ธานี,5,พนม,
สุราษฎร์ธานี,5,พระแสง,
สุราษฎร์ธานี,5,เคียนซา,บ้านเสด็จ
สุราษฎร์ธานี,6,คีรีรัฐนิคม,ท่าขนอน
สุราษฎร์ธานี,6,คีรีรัฐนิคม,น้ำหัก
สุราษฎร์ธานี,6,คีรีรัฐนิคม,บ้านยาง
สุราษฎร์ธานี,6,ท่าฉาง,
สุราษฎร์ธานี,6,ท่าชนะ,
สุราษฎร์ธานี,6,วิภาวดี,
สุราษฎร์ธานี,6,ไชยา,
สุรินทร์,1,ปราสาท,บ้านไทร
สุรินทร์,1,ปราสาท,ทมอ
สุรินทร์,1,ปราสาท,ไพล
สุรินทร์,1,ปราสาท,โคกยาง
สุรินทร์,1,ปราสาท,เชื้อเพลิง
สุรินทร์,1,ปราสาท,ทุ่งมน
สุรินทร์,1,ปราสาท,สมุด
สุรินทร์,1,ปราสาท,ประทัดบุ
สุรินทร์,1,ลำดวน,ลำดวน
สุรินทร์,1,ลำดวน,โชคเหนือ
สุรินทร์,1,ลำดวน,อู่โลก
สุรินทร์,1,ลำดวน,ตระเปียงเตีย
สุรินทร์,1,เมืองสุรินทร์,เทนมีย์
สุรินทร์,1,เมืองสุรินทร์,ตระแสง
สุรินทร์,1,เมืองสุรินทร์,ตาอ็อง
สุรินทร์,1,เมืองสุรินทร์,สวาย
สุรินทร์,1,เมืองสุรินทร์,นาบัว
สุรินทร์,1,เมืองสุรินทร์,เฉนียง
สุรินทร์,1,เมืองสุรินทร์,คอโค
สุรินทร์,1,เมืองสุรินทร์,นอกเมือง
สุรินทร์,1,เมืองสุรินทร์,สำโรง
สุรินทร์,2,ศีขรภูมิ,ช่างปี่
สุรินทร์,2,ศีขรภูมิ,จารพัต
สุรินทร์,2,เขวาสินรินทร์,
สุรินทร์,2,เมืองสุรินทร์,ในเมือง
สุรินทร์,2,เมืองสุรินทร์,ตั้งใจ
สุรินทร์,2,เมืองสุรินทร์,เพี้ยราม
สุรินทร์,2,เมืองสุรินทร์,นาดี
สุรินทร์,2,เมืองสุรินทร์,ท่าสว่าง
สุรินทร์,2,เมืองสุรินทร์,สลักได
สุรินทร์,2,เมืองสุรินทร์,แกใหญ่
สุรินทร์,2,เมืองสุรินทร์,เมืองที
สุรินทร์,2,เมืองสุรินทร์,ราม
สุรินทร์,2,เมืองสุรินทร์,บุฤาษี
สุรินทร์,2,เมืองสุรินทร์,แสลงพันธ์
สุรินทร์,2,เมืองสุรินทร์,กาเกาะ
สุรินทร์,3,จอมพระ,
สุรินทร์,3,ท่าตูม,เมืองแก
สุรินทร์,3,ท่าตูม,บะ
สุรินทร์,3,ท่าตูม,หนองเมธี
สุรินทร์,3,ท่าตูม,บัวโคก
สุรินทร์,3,ท่าตูม,กระโพ
สุรินทร์,3,รัตนบุรี,หนองบัวบาน
สุรินทร์,3,รัตนบุรี,เบิด
สุรินทร์,3,รัตนบุรี,ยางสว่าง
สุรินทร์,3,สนม,สนม
สุรินทร์,3,สนม,หนองระฆัง
สุรินทร์,3,สนม,นานวน
สุรินทร์,3,สนม,แคน
สุรินทร์,3,สนม,หนองอียอ
สุรินทร์,3,โนนนารายณ์,
สุรินทร์,4,ชุมพลบุรี,
สุรินทร์,4,ท่าตูม,ท่าตูม
สุรินทร์,4,ท่าตูม,พรมเทพ
สุรินทร์,4,ท่าตูม,โพนครก
สุรินทร์,4,ท่าตูม,หนองบัว
สุรินทร์,4,ท่าตูม,ทุ่งกุลา
สุรินทร์,4,รัตนบุรี,รัตนบุรี
สุรินทร์,4,รัตนบุรี,ธาตุ
สุรินทร์,4,รัตนบุรี,แก
สุรินทร์,4,รัตนบุรี,ดอนแรด
สุรินทร์,4,รัตนบุรี,หนองบัวทอง
สุรินทร์,4,รัตนบุรี,ไผ่
สุรินทร์,4,รัตนบุรี,น้ำเขียว
สุรินทร์,4,รัตนบุรี,กุดขาคีม
สุรินทร์,4,รัตนบุรี,ทับใหญ่
สุรินทร์,4,สนม,โพนโก
สุรินทร์,5,ลำดวน,ตรำดม
สุรินทร์,5,ศรีณรงค์,ตรวจ
สุรินทร์,5,ศรีณรงค์,แจนแวน
สุรินทร์,5,ศีขรภูมิ,ระแงง
สุรินทร์,5,ศีขรภูมิ,ตรึม
สุรินทร์,5,ศีขรภูมิ,ยาง
สุรินทร์,5,ศีขรภูมิ,แตล
สุรินทร์,5,ศีขรภูมิ,หนองบัว
สุรินทร์,5,ศีขรภูมิ,คาละแมะ
สุรินทร์,5,ศีขรภูมิ,หนองเหล็ก
สุรินทร์,5,ศีขรภูมิ,หนองขวาว
สุรินทร์,5,ศีขรภูมิ,กุดหวาย
สุรินทร์,5,ศีขรภูมิ,ขวาวใหญ่
สุรินทร์,5,ศีขรภูมิ,นารุ่ง
สุรินทร์,5,ศีขรภูมิ,ตรมไพร
สุรินทร์,5,ศีขรภูมิ,ผักไหม
สุรินทร์,5,สนม,หัวงัว
สุรินทร์,5,สำโรงทาบ,
สุรินทร์,6,บัวเชด,
สุรินทร์,6,ศรีณรงค์,ณรงค์
สุรินทร์,6,ศรีณรงค์,หนองแวง
สุรินทร์,6,ศรีณรงค์,ศรีสุข
สุรินทร์,6,สังขะ,
สุรินทร์,7,กาบเชิง,
สุรินทร์,7,ปราสาท,กังแอน
สุรินทร์,7,ปราสาท,ปรือ
สุรินทร์,7,ปราสาท,ตาเบา
สุรินทร์,7,ปราสาท,หนองใหญ่
สุรินทร์,7,ปราสาท,โคกสะอาด
สุรินทร์,7,ปราสาท,โชคนาสาม
สุรินทร์,7,ปราสาท,ปราสาททนง
สุรินทร์,7,ปราสาท,ตานี
สุรินทร์,7,ปราสาท,บ้านพลวง
สุรินทร์,7,ปราสาท,กันตวจระมวล
สุรินทร์,7,พนมดงรัก,
สุโขทัย,1,กงไกรลาศ,ไกรกลาง
สุโขทัย,1,กงไกรลาศ,ไกรใน
สุโขทัย,1,กงไกรลาศ,กกแรต
สุโขทัย,1,กงไกรลาศ,บ้านใหม่สุขเกษม
สุโขทัย,1,ศรีสำโรง,
สุโขทัย,1,เมืองสุโขทัย,
สุโขทัย,2,กงไกรลาศ,กง
สุโขทัย,2,กงไกรลาศ,บ้านกร่าง
สุโขทัย,2,กงไกรลาศ,ไกรนอก
สุโขทัย,2,กงไกรลาศ,ดงเดือย
สุโขทัย,2,กงไกรลาศ,ป่าแฝก
สุโขทัย,2,กงไกรลาศ,ท่าฉนวน
สุโขทัย,2,กงไกรลาศ,หนองตูม
สุโขทัย,2,คีรีมาศ,
สุโขทัย,2,ทุ่งเสลี่ยม,
สุโขทัย,2,บ้านด่านลานหอย,
สุโขทัย,3,ศรีนคร,
สุโขทัย,3,ศรีสัชนาลัย,
สุโขทัย,3,สวรรคโลก,
หนองคาย,1,สระใคร,
หนองคาย,1,เมืองหนองคาย,ในเมือง
หนองคาย,1,เมืองหนองคาย,มีชัย
หนองคาย,1,เมืองหนองคาย,โพธิ์ชัย
หนองคาย,1,เมืองหนองคาย,กวนวัน
หนองคาย,1,เมืองหนองคาย,วัดธาตุ
หนองคาย,1,เมืองหนองคาย,หาดคำ
หนองคาย,1,เมืองหนองคาย,หินโงม
หนองคาย,1,เมืองหนองคาย,บ้านเดื่อ
หนองคาย,1,เมืองหนองคาย,ค่ายบกหวาน
หนองคาย,1,เมืองหนองคาย,โพนสว่าง
หนองคาย,1,เมืองหนองคาย,หนองกอมเกาะ
หนองคาย,1,เมืองหนองคาย,ปะโค
หนองคาย,1,เมืองหนองคาย,เมืองหมี
หนองคาย,1,เมืองหนองคาย,สีกาย
หนองคาย,1,โพนพิสัย,เหล่าต่างคำ
หนองคาย,1,โพนพิสัย,ทุ่งหลวง
หนองคาย,1,โพนพิสัย,สร้างนางขาว
หนองคาย,2,รัตนวาปี,
หนองคาย,2,เฝ้าไร่,
หนองคาย,2,โพนพิสัย,จุมพล
หนองคาย,2,โพนพิสัย,วัดหลวง
หนองคาย,2,โพนพิสัย,กุดบง
หนองคาย,2,โพนพิสัย,ชุมช้าง
หนองคาย,2,โพนพิสัย,นาหนัง
หนองคาย,2,โพนพิสัย,เซิม
หนองคาย,2,โพนพิสัย,บ้านโพธิ์
หนองคาย,2,โพนพิสัย,บ้านผือ
หนองคาย,3,ท่าบ่อ,
หนองคาย,3,ศรีเชียงใหม่,
หนองคาย,3,สังคม,
หนองคาย,3,เมืองหนองคาย,พระธาตุบังพวน
หนองคาย,3,เมืองหนองคาย,เวียงคุก
หนองคาย,3,โพธิ์ตาก,
หนองบัวลำภู,1,เมืองหนองบัวลำภู,
หนองบัวลำภู,1,โนนสัง,กุดดู่
หนองบัวลำภู,1,โนนสัง,โนนสัง
หนองบัวลำภู,1,โนนสัง,บ้านค้อ
หนองบัวลำภู,1,โนนสัง,บ้านถิ่น
หนองบัวลำภู,1,โนนสัง,ปางกู่
หนองบัวลำภู,2,นาวัง,นาเหล่า
หนองบัวลำภู,2,นาวัง,นาแก
หนองบัวลำภู,2,นาวัง,วังทอง
หนองบัวลำภู,2,นาวัง,เทพคีรี
หนองบัวลำภู,2,ศรีบุญเรือง,
หนองบัวลำภู,2,โนนสัง,หนองเรือ
หนองบัวลำภู,2,โนนสัง,โนนเมือง
หนองบัวลำภู,2,โนนสัง,โคกใหญ่
หนองบัวลำภู,2,โนนสัง,โคกม่วง
หนองบัวลำภู,2,โนนสัง,นิคมพัฒนา
หนองบัวลำภู,3,นากลาง,
หนองบัวลำภู,3,นาวัง,วังปลาป้อม
หนองบัวลำภู,3,สุวรรณคูหา,
อำนาจเจริญ,1,หัวตะพาน,
อำนาจเจริญ,1,เมืองอำนาจเจริญ,
อำนาจเจริญ,2,ชานุมาน,
อำนาจเจริญ,2,ปทุมราชวงศา,
อำนาจเจริญ,2,พนา,
อำนาจเจริญ,2,ลืออำนาจ,
อำนาจเจริญ,2,เสนางคนิคม,
อุดรธานี,3,ทุ่งฝน,
อุดรธานี,3,บ้านดุง,
อุดรธานี,3,พิบูลย์รักษ์,นาทราย
อุดรธานี,3,สร้างคอม,
อุดรธานี,5,กุมภวาปี,สีออ
อุดรธานี,5,กุมภวาปี,เวียงคำ
อุดรธานี,5,กุมภวาปี,ท่าลี่
อุดรธานี,5,กู่แก้ว,
อุดรธานี,5,วังสามหมอ,
อุดรธานี,5,ศรีธาตุ,
อุดรธานี,5,ไชยวาน,
อุดรธานี,8,นายูง,
อุดรธานี,8,น้ำโสม,
อุดรธานี,8,บ้านผือ,
อุตรดิตถ์,1,ตรอน,
อุตรดิตถ์,1,ลับแล,
อุตรดิตถ์,1,เมืองอุตรดิตถ์,
อุตรดิตถ์,2,ทองแสนขัน,
อุตรดิตถ์,2,ท่าปลา,
อุตรดิตถ์,2,น้ำปาด,
อุตรดิตถ์,2,บ้านโคก,
อุตรดิตถ์,2,พิชัย,
อุตรดิตถ์,2,ฟากท่า,
อุทัยธานี,1,ทัพทัน,
อุทัยธานี,1,สว่างอารมณ์,
อุทัยธานี,1,หนองขาหย่าง,
อุทัยธานี,1,หนองฉาง,หนองฉาง
อุทัยธานี,1,หนองฉาง,หนองยาง
อุทัยธานี,1,หนองฉาง,หนองนางนวล
อุทัยธานี,1,หนองฉาง,หนองสรวง
อุทัยธานี,1,หนองฉาง,บ้านเก่า
อุทัยธานี,1,หนองฉาง,อุทัยเก่า
อุทัยธานี,1,หนองฉาง,ทุ่งพง
อุทัยธานี,1,เมืองอุทัยธานี,
อุทัยธานี,2,บ้านไร่,
อุทัยธานี,2,ลานสัก,
อุทัยธานี,2,หนองฉาง,ทุ่งโพ
อุทัยธานี,2,หนองฉาง,เขากวางทอง
อุทัยธานี,2,หนองฉาง,เขาบางแกรก
อุทัยธานี,2,ห้วยคต,
อุบลราชธานี,1,เมืองอุบลราชธานี,ในเมือง
อุบลราชธานี,1,เมืองอุบลราชธานี,หัวเรือ
อุบลราชธานี,1,เมืองอุบลราชธานี,หนองขอน
อุบลราชธานี,1,เมืองอุบลราชธานี,ปทุม
อุบลราชธานี,1,เมืองอุบลราชธานี,ขามใหญ่
อุบลราชธานี,1,เมืองอุบลราชธานี,แจระแม
อุบลราชธานี,1,เมืองอุบลราชธานี,หนองบ่อ
อุบลราชธานี,1,เมืองอุบลราชธานี,ไร่น้อย
อุบลราชธานี,1,เมืองอุบลราชธานี,ขี้เหล็ก
อุบลราชธานี,1,เมืองอุบลราชธานี,ปะอาว
อุบลราชธานี,2,ม่วงสามสิบ,
อุบลราชธานี,2,เขื่องใน,
อุบลราชธานี,3,นาเยีย,
อุบลราชธานี,3,วารินชำราบ,
อุบลราชธานี,4,เดชอุดม,เมืองเดช
อุบลราชธานี,4,เดชอุดม,นาส่วง
อุบลราชธานี,4,เดชอุดม,นาเจริญ
อุบลราชธานี,4,เดชอุดม,สมสะอาด
อุบลราชธานี,4,เดชอุดม,กุดประทาย
อุบลราชธานี,4,เดชอุดม,ตบหู
อุบลราชธานี,4,เดชอุดม,กลาง
อุบลราชธานี,4,เดชอุดม,แก้ง
อุบลราชธานี,4,เดชอุดม,ท่าโพธิ์ศรี
อุบลราชธานี,4,เดชอุดม,บัวงาม
อุบลราชธานี,4,เดชอุดม,คำครั่ง
อุบลราชธานี,4,เดชอุดม,นากระแซง
อุบลราชธานี,4,เดชอุดม,โพนงาม
อุบลราชธานี,4,เดชอุดม,ป่าโมง
อุบลราชธานี,4,เดชอุดม,โนนสมบูรณ์
อุบลราชธานี,5,กุดข้าวปุ้น,
อุบลราชธานี,5,ตระการพืชผล,
อุบลราชธานี,5,เหล่าเสือโก้ก,
อุบลราชธานี,6,นาตาล,
อุบลราชธานี,6,ศรีเมืองใหม่,นาเลิน
อุบลราชธานี,6,ศรีเมืองใหม่,หนามแท่ง
อุบลราชธานี,6,เขมราฐ,
อุบลราชธานี,6,โพธิ์ไทร,
อุบลราชธานี,7,ดอนมดแดง,
อุบลราชธานี,7,ตาลสุม,
อุบลราชธานี,7,ศรีเมืองใหม่,นาคำ
อุบลราชธานี,7,ศรีเมืองใหม่,แก้งกอก
อุบลราชธานี,7,ศรีเมืองใหม่,เอือดใหญ่
อุบลราชธานี,7,ศรีเมืองใหม่,วาริน
อุบลราชธานี,7,ศรีเมืองใหม่,ลาดควาย
อุบลราชธานี,7,ศรีเมืองใหม่,สงยาง
อุบลราชธานี,7,ศรีเมืองใหม่,ตะบ่าย
อุบลราชธานี,7,ศรีเมืองใหม่,คำไหล
อุบลราชธานี,7,ศรีเมืองใหม่,ดอนใหญ่
อุบลราชธานี,7,เมืองอุบลราชธานี,กระโสบ
อุบลราชธานี,7,เมืองอุบลราชธานี,กุดลาด
อุบลราชธานี,7,โขงเจียม,
อุบลราชธานี,8,พิบูลมังสาหาร,
อุบลราชธานี,8,สว่างวีระวงศ์,
อุบลราชธานี,8,สิรินธร,ฝางคำ
อุบลราชธานี,8,สิรินธร,คันไร่
อุบลราชธานี,8,สิรินธร,นิคมสร้างตนเองลำโดมน้อย
อุบลราชธานี,9,นาจะหลวย,
อุบลราชธานี,9,บุณฑริก,
อุบลราชธานี,9,สิรินธร,ช่องเม็ก
อุบลราชธานี,9,สิรินธร,โนนก่อ
อุบลราชธานี,9,สิรินธร,คำเขื่อนแก้ว
อุบลราชธานี,10,ทุ่งศรีอุดม,
อุบลราชธานี,10,น้ำขุ่น,
อุบลราชธานี,10,น้ำยืน,
อุบลราชธานี,10,สำโรง,
อุบลราชธานี,10,เดชอุดม,ทุ่งเทิง
อ่างทอง,1,,
เชียงราย,1,เมืองเชียงราย,เวียง
เชียงราย,1,เมืองเชียงราย,รอบเวียง
เชียงราย,1,เมืองเชียงราย,บ้านดู่
เชียงราย,1,เมืองเชียงราย,นางแล
เชียงราย,1,เมืองเชียงราย,แม่ข้าวต้ม
เชียงราย,1,เมืองเชียงราย,แม่ยาว
เชียงราย,1,เมืองเชียงราย,แม่กรณ์
เชียงราย,1,เมืองเชียงราย,ห้วยชมภู
เชียงราย,1,เมืองเชียงราย,ริมกก
เชียงราย,1,เมืองเชียงราย,ดอยฮาง
เชียงราย,1,เมืองเชียงราย,ท่าสุด
เชียงราย,2,เวียงป่าเป้า,
เชียงราย,2,แม่ลาว,
เชียงราย,2,แม่สรวย,
เชียงราย,3,พาน,
เชียงราย,3,เมืองเชียงราย,ท่าสาย
เชียงราย,3,เมืองเชียงราย,สันทราย
เชียงราย,3,เมืองเชียงราย,ป่าอ้อดอนชัย
เชียงราย,3,เมืองเชียงราย,ห้วยสัก
เชียงราย,3,เมืองเชียงราย,ดอยลาน
เชียงราย,4,ป่าแดด,
เชียงราย,4,เทิง,
เชียงราย,4,เวียงชัย,
เชียงราย,4,เวียงเชียงรุ้ง,
เชียงราย,5,ขุนตาล,
เชียงราย,5,พญาเม็งราย,
เชียงราย,5,เชียงของ,
เชียงราย,5,เชียงแสน,แม่เงิน
เชียงราย,5,เวียงแก่น,
เชียงราย,6,ดอยหลวง,
เชียงราย,6,เชียงแสน,เวียง
เชียงราย,6,เชียงแสน,ป่าสัก
เชียงราย,6,เชียงแสน,บ้านแซว
เชียงราย,6,เชียงแสน,ศรีดอนมูล
เชียงราย,6,เชียงแสน,โยนก
เชียงราย,6,แม่สาย,
เชียงราย,7,แม่จัน,
เชียงราย,7,แม่ฟ้าหลวง,
เชียงใหม่,1,เมืองเชียงใหม่,
เชียงใหม่,2,สารภี,
เชียงใหม่,2,หางดง,
เชียงใหม่,3,ดอยสะเก็ด,
เชียงใหม่,3,สันกำแพง,
เชียงใหม่,3,แม่ออน,
เชียงใหม่,4,พร้าว,
เชียงใหม่,4,สันทราย,
เชียงใหม่,4,แม่แตง,แม่หอพระ
เชียงใหม่,5,กัลยาณิวัฒนา,
เชียงใหม่,5,สะเมิง,
เชียงใหม่,5,แม่ริม,
เชียงใหม่,5,แม่แตง,สันมหาพน
เชียงใหม่,5,แม่แตง,แม่แตง
เชียงใหม่,5,แม่แตง,ขี้เหล็ก
เชียงใหม่,5,แม่แตง,ช่อแล
เชียงใหม่,5,แม่แตง,สบเปิง
เชียงใหม่,5,แม่แตง,บ้านเป้า
เชียงใหม่,5,แม่แตง,สันป่ายาง
เชียงใหม่,5,แม่แตง,ป่าแป๋
เชียงใหม่,5,แม่แตง,เมืองก๋าย
เชียงใหม่,5,แม่แตง,บ้านช้าง
เชียงใหม่,5,แม่แตง,กื้ดช้าง
เชียงใหม่,5,แม่แตง,อินทขิล
เชียงใหม่,6,เชียงดาว,
เชียงใหม่,6,เวียงแหง,
เชียงใหม่,6,ไชยปราการ,
เชียงใหม่,7,ฝาง,
เชียงใหม่,7,แม่อาย,
เชียงใหม่,8,จอมทอง,
เชียงใหม่,8,ดอยหล่อ,
เชียงใหม่,8,สันป่าตอง,
เชียงใหม่,8,แม่วาง,
เชียงใหม่,9,ดอยเต่า,
เชียงใหม่,9,อมก๋อย,
เชียงใหม่,9,ฮอด,
เชียงใหม่,9,แม่แจ่ม,
เพชรบุรี,1,บ้านแหลม,บางขุนไทร
เพชรบุรี,1,บ้านแหลม,ปากทะเล
เพชรบุรี,1,บ้านแหลม,บางแก้ว
เพชรบุรี,1,บ้านแหลม,แหลมผักเบี้ย
เพชรบุรี,1,บ้านแหลม,บางครก
เพชรบุรี,1,บ้านแหลม,ท่าแร้ง
เพชรบุรี,1,บ้านแหลม,ท่าแร้งออก
เพชรบุรี,1,เมืองเพชรบุรี,
เพชรบุรี,2,ชะอำ,
เพชรบุรี,2,ท่ายาง,
เพชรบุรี,3,บ้านลาด,
เพชรบุรี,3,บ้านแหลม,บ้านแหลม
เพชรบุรี,3,บ้านแหลม,บางตะบูน
เพชรบุรี,3,บ้านแหลม,บางตะบูนออก
เพชรบุรี,3,หนองหญ้าปล้อง,
เพชรบุรี,3,เขาย้อย,
เพชรบุรี,3,แก่งกระจาน,
เพชรบูรณ์,1,หล่มสัก,น้ำชุน
เพชรบูรณ์,1,หล่มสัก,บุ่งน้ำเต้า
เพชรบูรณ์,1,หล่มสัก,หนองไขว่
เพชรบูรณ์,1,หล่มสัก,น้ำก้อ
เพชรบูรณ์,1,หล่มสัก,บุ่งคล้า
เพชรบูรณ์,1,เขาค้อ,
เพชรบูรณ์,1,เมืองเพชรบูรณ์,ในเมือง
เพชรบูรณ์,1,เมืองเพชรบูรณ์,นางั่ว
เพชรบูรณ์,1,เมืองเพชรบูรณ์,ท่าพล
เพชรบูรณ์,1,เมืองเพชรบูรณ์,ท่าพล
เพชรบูรณ์,1,เมืองเพชรบูรณ์,สะเดียง
เพชรบูรณ์,1,เมืองเพชรบูรณ์,ป่าเลา
เพชรบูรณ์,1,เมืองเพชรบูรณ์,ดงมูลเหล็ก
เพชรบูรณ์,1,เมืองเพชรบูรณ์,บ้านโคก
เพชรบูรณ์,1,เมืองเพชรบูรณ์,ห้วยใหญ่
เพชรบูรณ์,2,น้ำหนาว,
เพชรบูรณ์,2,หล่มสัก,หล่มสัก
เพชรบูรณ์,2,หล่มสัก,วัดป่า
เพชรบูรณ์,2,หล่มสัก,ตาลเดี่ยว
เพชรบูรณ์,2,หล่มสัก,ฝายนาแซง
เพชรบูรณ์,2,หล่มสัก,หนองสว่าง
เพชรบูรณ์,2,หล่มสัก,น้ำเฮี้ย
เพชรบูรณ์,2,หล่มสัก,สักหลง
เพชรบูรณ์,2,หล่มสัก,ท่าอิบุญ
เพชรบูรณ์,2,หล่มสัก,บ้านโสก
เพชรบูรณ์,2,หล่มสัก,บ้านติ้ว
เพชรบูรณ์,2,หล่มสัก,ห้วยไร่
เพชรบูรณ์,2,หล่มสัก,ปากช่อง
เพชรบูรณ์,2,หล่มสัก,ลานบ่า
เพชรบูรณ์,2,หล่มสัก,บ้านกลาง
เพชรบูรณ์,2,หล่มสัก,ช้างตะลูด
เพชรบูรณ์,2,หล่มสัก,บ้านไร่
เพชรบูรณ์,2,หล่มสัก,ปากดุก
เพชรบูรณ์,2,หล่มสัก,บ้านหวาย
เพชรบูรณ์,2,หล่มเก่า,
เพชรบูรณ์,3,ชนแดน,
เพชรบูรณ์,3,วังโป่ง,
เพชรบูรณ์,3,เมืองเพชรบูรณ์,วังชมภู
เพชรบูรณ์,3,เมืองเพชรบูรณ์,วังชมภู
เพชรบูรณ์,3,เมืองเพชรบูรณ์,ห้วยสะแก
เพชรบูรณ์,3,เมืองเพชรบูรณ์,นายม
เพชรบูรณ์,3,เมืองเพชรบูรณ์,บ้านโตก
เพชรบูรณ์,3,เมืองเพชรบูรณ์,น้ำร้อน
เพชรบูรณ์,3,เมืองเพชรบูรณ์,ชอนไพร
เพชรบูรณ์,3,เมืองเพชรบูรณ์,ตะเบาะ
เพชรบูรณ์,3,เมืองเพชรบูรณ์,นาป่า
เพชรบูรณ์,4,บึงสามพัน,
เพชรบูรณ์,4,วิเชียรบุรี,สามแยก
เพชรบูรณ์,4,หนองไผ่,
เพชรบูรณ์,4,เมืองเพชรบูรณ์,ระวิง
เพชรบูรณ์,5,วิเชียรบุรี,ท่าโรง
เพชรบูรณ์,5,วิเชียรบุรี,สระประดู่
เพชรบูรณ์,5,วิเชียรบุรี,โคกปรง
เพชรบูรณ์,5,วิเชียรบุรี,น้ำร้อน
เพชรบูรณ์,5,วิเชียรบุรี,บ่อรัง
เพชรบูรณ์,5,วิเชียรบุรี,พุเตย
เพชรบูรณ์,5,วิเชียรบุรี,พุขาม
เพชรบูรณ์,5,วิเชียรบุรี,ภูน้ำหยด
เพชรบูรณ์,5,วิเชียรบุรี,ซับสมบูรณ์
เพชรบูรณ์,5,วิเชียรบุรี,บึงกระจับ
เพชรบูรณ์,5,วิเชียรบุรี,วังใหญ่
เพชรบูรณ์,5,วิเชียรบุรี,ยางสาว
เพชรบูรณ์,5,วิเชียรบุรี,ซับน้อย
เพชรบูรณ์,5,ศรีเทพ,
เลย,1,นาด้วง,
เลย,1,ปากชม,
เลย,1,เมืองเลย,
เลย,1,เอราวัณ,เอราวัณ
เลย,1,เอราวัณ,ผาอินทร์แปลง
เลย,2,ผาขาว,
เลย,2,ภูกระดึง,
เลย,2,ภูหลวง,
เลย,2,วังสะพุง,วังสะพุง
เลย,2,วังสะพุง,หนองหญ้าปล้อง
เลย,2,วังสะพุง,ผาน้อย
เลย,2,วังสะพุง,ผาบิ้ง
เลย,2,วังสะพุง,โคกขมิ้น
เลย,2,วังสะพุง,ศรีสงคราม
เลย,2,หนองหิน,
เลย,2,เอราวัณ,ผาสามยอด
เลย,2,เอราวัณ,ทรัพย์ไพวัลย์
เลย,3,ด่านซ้าย,
เลย,3,ท่าลี่,
เลย,3,นาแห้ว,
เลย,3,ภูเรือ,
เลย,3,วังสะพุง,ทรายขาว
เลย,3,วังสะพุง,หนองงิ้ว
เลย,3,วังสะพุง,ปากปวน
เลย,3,วังสะพุง,เขาหลวง
เลย,3,เชียงคาน,
แพร่,1,ร้องกวาง,
แพร่,1,สอง,
แพร่,1,หนองม่วงไข่,
แพร่,1,เมืองแพร่,
แพร่,2,ลอง,
แพร่,2,วังชิ้น,
แพร่,2,สูงเม่น,
