province,district,subdistrict,population
ศรีสะเกษ,ขุขันธ์,ตาอุด,5172
ศรีสะเกษ,ขุขันธ์,ห้วยเหนือ,12267
ศรีสะเกษ,ขุขันธ์,ห้วยใต้,6790
ศรีสะเกษ,ขุขันธ์,หัวเสือ,6928
ศรีสะเกษ,ขุขันธ์,ตะเคียน,5706
ศรีสะเกษ,ขุขันธ์,นิคมพัฒนา,4454
ศรีสะเกษ,ขุขันธ์,โคกเพชร,5389
ศรีสะเกษ,ขุขันธ์,ปราสาท,6232
ศรีสะเกษ,ขุขันธ์,สำโรงตาเจ็น,6465
ศรีสะเกษ,ขุขันธ์,ห้วยสำราญ,5619
ศรีสะเกษ,ขุขันธ์,กฤษณา,6301
ศรีสะเกษ,ขุขันธ์,ลมศักดิ์,5642
ศรีสะเกษ,ขุขันธ์,หนองฉลอง,4399
ศรีสะเกษ,ขุขันธ์,ศรีตระกูล,3516
ศรีสะเกษ,ขุขันธ์,ศรีสะอาด,4197
ศรีสะเกษ,ไพรบึง,ไพรบึง,16544
ศรีสะเกษ,ไพรบึง,ดินแดง,5036
ศรีสะเกษ,ไพรบึง,ปราสาทเยอ,4510
ศรีสะเกษ,ไพรบึง,สำโรงพลัน,11915
ศรีสะเกษ,ไพรบึง,สุขสวัสดิ์,5286
ศรีสะเกษ,ไพรบึง,โนนปูน,4255
ศรีสะเกษ,ปรางค์กู่,พิมาย,6787
ศรีสะเกษ,ปรางค์กู่,กู่,11823
ศรีสะเกษ,ปรางค์กู่,หนองเชียงทูน,9050
ศรีสะเกษ,ปรางค์กู่,ตูม,6089
ศรีสะเกษ,ปรางค์กู่,สมอ,7346
ศรีสะเกษ,ปรางค์กู่,โพธิ์ศรี,5278
ศรีสะเกษ,ปรางค์กู่,สำโรงปราสาท,6666
ศรีสะเกษ,ปรางค์กู่,ดู่,4853
ศรีสะเกษ,ปรางค์กู่,สวาย,4158
ศรีสะเกษ,ปรางค์กู่,พิมายเหนือ,4241
ศรีสะเกษ,ขุนหาญ,สิ,10164
ศรีสะเกษ,ขุนหาญ,บักดอง,15691
ศรีสะเกษ,ขุนหาญ,พราน,16248
ศรีสะเกษ,ขุนหาญ,โพธิ์วงศ์,6353
ศรีสะเกษ,ขุนหาญ,ไพร,6597
ศรีสะเกษ,ขุนหาญ,กระหวัน,8819
ศรีสะเกษ,ขุนหาญ,ขุนหาญ,5975
ศรีสะเกษ,ขุนหาญ,โนนสูง,8237
ศรีสะเกษ,ขุนหาญ,กันทรอม,9011
ศรีสะเกษ,ขุนหาญ,ภูฝ้าย,5421
ศรีสะเกษ,ขุนหาญ,โพธิ์กระสังข์,9198
ศรีสะเกษ,ขุนหาญ,ห้วยจันทร์,5243
ศรีสะเกษ,ราษีไศล,เมืองคง,7351
ศรีสะเกษ,ราษีไศล,เมืองแคน,6449
ศรีสะเกษ,ราษีไศล,หนองแค,7583
ศรีสะเกษ,ราษีไศล,จิกสังข์ทอง,4032
ศรีสะเกษ,ราษีไศล,ด่าน,4948
ศรีสะเกษ,ราษีไศล,ดู่,7317
ศรีสะเกษ,ราษีไศล,หนองอึ่ง,8253
ศรีสะเกษ,ราษีไศล,บัวหุ่ง,6617
ศรีสะเกษ,ราษีไศล,ไผ่,5010
ศรีสะเกษ,ราษีไศล,ส้มป่อย,6731
ศรีสะเกษ,ราษีไศล,หนองหมี,5898
ศรีสะเกษ,ราษีไศล,หว้านคำ,4999
ศรีสะเกษ,ราษีไศล,สร้างปี่,4639
ศรีสะเกษ,อุทุมพรพิสัย,กำแพง,8680
ศรีสะเกษ,อุทุมพรพิสัย,อี่หล่ำ,4017
ศรีสะเกษ,อุทุมพรพิสัย,ก้านเหลือง,8853
ศรีสะเกษ,อุทุมพรพิสัย,ทุ่งไชย,4536
ศรีสะเกษ,อุทุมพรพิสัย,สำโรง,7584
ศรีสะเกษ,อุทุมพรพิสัย,แขม,4276
ศรีสะเกษ,อุทุมพรพิสัย,หนองไฮ,5054
ศรีสะเกษ,อุทุมพรพิสัย,ขะยูง,5324
ศรีสะเกษ,อุทุมพรพิสัย,ตาเกษ,3899
ศรีสะเกษ,อุทุมพรพิสัย,หัวช้าง,4458
ศรีสะเกษ,อุทุมพรพิสัย,รังแร้ง,5166
ศรีสะเกษ,อุทุมพรพิสัย,แต้,2917
ศรีสะเกษ,อุทุมพรพิสัย,แข้,4557
ศรีสะเกษ,อุทุมพรพิสัย,โพธิ์ชัย,4790
ศรีสะเกษ,อุทุมพรพิสัย,ปะอาว,5007
ศรีสะเกษ,อุทุมพรพิสัย,หนองห้าง,8398
ศรีสะเกษ,อุทุมพรพิสัย,สระกำแพงใหญ่,8601
ศรีสะเกษ,อุทุมพรพิสัย,โคกหล่าม,3689
ศรีสะเกษ,อุทุมพรพิสัย,โคกจาน,5373
ศรีสะเกษ,บึงบูรพ์,เป๊าะ,6138
ศรีสะเกษ,บึงบูรพ์,บึงบูรพ์,4400
ศรีสะเกษ,ห้วยทับทัน,ห้วยทับทัน,5988
ศรีสะเกษ,ห้วยทับทัน,เมืองหลวง,8803
ศรีสะเกษ,ห้วยทับทัน,กล้วยกว้าง,5521
ศรีสะเกษ,ห้วยทับทัน,ผักไหม,7195
ศรีสะเกษ,ห้วยทับทัน,จานแสนไชย,7298
ศรีสะเกษ,ห้วยทับทัน,ปราสาท,7426
ศรีสะเกษ,โนนคูณ,โนนค้อ,8400
ศรีสะเกษ,โนนคูณ,บก,9846
ศรีสะเกษ,โนนคูณ,โพธิ์,5747
ศรีสะเกษ,โนนคูณ,หนองกุง,10192
ศรีสะเกษ,โนนคูณ,เหล่ากวาง,5248
ศรีสะเกษ,ศรีรัตนะ,ศรีแก้ว,9326
ศรีสะเกษ,ศรีรัตนะ,พิงพวย,8939
ศรีสะเกษ,ศรีรัตนะ,สระเยาว์,7684
ศรีสะเกษ,ศรีรัตนะ,ตูม,9504
ศรีสะเกษ,ศรีรัตนะ,เสื่องข้าว,6545
ศรีสะเกษ,ศรีรัตนะ,ศรีโนนงาม,4399
ศรีสะเกษ,ศรีรัตนะ,สะพุง,6868
ศรีสะเกษ,น้ำเกลี้ยง,น้ำเกลี้ยง,6219
ศรีสะเกษ,น้ำเกลี้ยง,ละเอาะ,7549
ศรีสะเกษ,น้ำเกลี้ยง,ตองปิด,7113
ศรีสะเกษ,น้ำเกลี้ยง,เขิน,8135
ศรีสะเกษ,น้ำเกลี้ยง,รุ่งระวี,8274
ศรีสะเกษ,น้ำเกลี้ยง,คูบ,7039
ศรีสะเกษ,วังหิน,บุสูง,10292
ศรีสะเกษ,วังหิน,ธาตุ,7396
ศรีสะเกษ,วังหิน,ดวนใหญ่,7167
ศรีสะเกษ,วังหิน,บ่อแก้ว,6096
ศรีสะเกษ,วังหิน,ศรีสำราญ,4571
ศรีสะเกษ,วังหิน,ทุ่งสว่าง,4714
ศรีสะเกษ,วังหิน,วังหิน,4463
ศรีสะเกษ,วังหิน,โพนยาง,5650
ศรีสะเกษ,ภูสิงห์,โคกตาล,7762
ศรีสะเกษ,ภูสิงห์,ห้วยตามอญ,6542
ศรีสะเกษ,ภูสิงห์,ห้วยตึ๊กชู,12296
ศรีสะเกษ,ภูสิงห์,ละลม,7938
ศรีสะเกษ,ภูสิงห์,ตะเคียนราม,6435
ศรีสะเกษ,ภูสิงห์,ดงรัก,6145
ศรีสะเกษ,ภูสิงห์,ไพรพัฒนา,7548
ศรีสะเกษ,เมืองจันทร์,เมืองจันทร์,7642
ศรีสะเกษ,เมืองจันทร์,ตาโกน,6186
ศรีสะเกษ,เมืองจันทร์,หนองใหญ่,4009
ศรีสะเกษ,เบญจลักษ์,เสียว,7402
ศรีสะเกษ,เบญจลักษ์,หนองหว้า,7376
ศรีสะเกษ,เบญจลักษ์,หนองงูเหลือม,6717
ศรีสะเกษ,เบญจลักษ์,หนองฮาง,6944
ศรีสะเกษ,เบญจลักษ์,ท่าคล้อ,7522
ศรีสะเกษ,พยุห์,พยุห์,8812
ศรีสะเกษ,พยุห์,พรหมสวัสดิ์,9116
ศรีสะเกษ,พยุห์,ตำแย,7606
ศรีสะเกษ,พยุห์,โนนเพ็ก,5960
ศรีสะเกษ,พยุห์,หนองค้า,3699
ศรีสะเกษ,โพธิ์ศรีสุวรรณ,โดด,8053
ศรีสะเกษ,โพธิ์ศรีสุวรรณ,เสียว,4474
ศรีสะเกษ,โพธิ์ศรีสุวรรณ,หนองม้า,3494
ศรีสะเกษ,โพธิ์ศรีสุวรรณ,ผือใหญ่,4713
ศรีสะเกษ,โพธิ์ศรีสุวรรณ,อีเซ,2992
ศรีสะเกษ,ศิลาลาด,กุง,7506
ศรีสะเกษ,ศิลาลาด,คลีกลิ้ง,5146
ศรีสะเกษ,ศิลาลาด,หนองบัวดง,4430
ศรีสะเกษ,ศิลาลาด,โจดม่วง,2706
อุบลราชธานี,เมืองอุบลราชธานี,ในเมือง,72855
อุบลราชธานี,เมืองอุบลราชธานี,หัวเรือ,9238
อุบลราชธานี,เมืองอุบลราชธานี,หนองขอน,9313
อุบลราชธานี,เมืองอุบลราชธานี,ปทุม,10535
อุบลราชธานี,เมืองอุบลราชธานี,ขามใหญ่,42671
อุบลราชธานี,เมืองอุบลราชธานี,แจระแม,13697
อุบลราชธานี,เมืองอุบลราชธานี,หนองบ่อ,7627
อุบลราชธานี,เมืองอุบลราชธานี,ไร่น้อย,27369
อุบลราชธานี,เมืองอุบลราชธานี,กระโสบ,6425
อุบลราชธานี,เมืองอุบลราชธานี,กุดลาด,12130
อุบลราชธานี,เมืองอุบลราชธานี,ขี้เหล็ก,6566
อุบลราชธานี,เมืองอุบลราชธานี,ปะอาว,5393
อุบลราชธานี,ศรีเมืองใหม่,นาคำ,13272
อุบลราชธานี,ศรีเมืองใหม่,แก้งกอก,4706
อุบลราชธานี,ศรีเมืองใหม่,เอือดใหญ่,3768
อุบลราชธานี,ศรีเมืองใหม่,วาริน,5734
อุบลราชธานี,ศรีเมืองใหม่,ลาดควาย,4979
อุบลราชธานี,ศรีเมืองใหม่,สงยาง,6654
อุบลราชธานี,ศรีเมืองใหม่,ตะบ่าย,4578
อุบลราชธานี,ศรีเมืองใหม่,คำไหล,10298
อุบลราชธานี,ศรีเมืองใหม่,หนามแท่ง,8511
อุบลราชธานี,ศรีเมืองใหม่,นาเลิน,3969
อุบลราชธานี,ศรีเมืองใหม่,ดอนใหญ่,4500
อุบลราชธานี,โขงเจียม,โขงเจียม,9545
อุบลราชธานี,โขงเจียม,ห้วยยาง,8887
อุบลราชธานี,โขงเจียม,นาโพธิ์กลาง,8337
อุบลราชธานี,โขงเจียม,หนองแสงใหญ่,5642
อุบลราชธานี,โขงเจียม,ห้วยไผ่,6012
อุบลราชธานี,เขื่องใน,เขื่องใน,10006
อุบลราชธานี,เขื่องใน,สร้างถ่อ,9498
อุบลราชธานี,เขื่องใน,ค้อทอง,6271
อุบลราชธานี,เขื่องใน,ก่อเอ้,7515
อุบลราชธานี,เขื่องใน,หัวดอน,6662
อุบลราชธานี,เขื่องใน,ชีทวน,6585
อุบลราชธานี,เขื่องใน,ท่าไห,8700
อุบลราชธานี,เขื่องใน,นาคำใหญ่,3693
อุบลราชธานี,เขื่องใน,แดงหม้อ,3174
อุบลราชธานี,เขื่องใน,ธาตุน้อย,6438
อุบลราชธานี,เขื่องใน,บ้านไทย,6238
อุบลราชธานี,เขื่องใน,บ้านกอก,3926
อุบลราชธานี,เขื่องใน,กลางใหญ่,5097
อุบลราชธานี,เขื่องใน,โนนรัง,4290
อุบลราชธานี,เขื่องใน,ยางขี้นก,4876
อุบลราชธานี,เขื่องใน,ศรีสุข,5385
อุบลราชธานี,เขื่องใน,สหธาตุ,3145
อุบลราชธานี,เขื่องใน,หนองเหล่า,5916
อุบลราชธานี,เขมราฐ,เขมราฐ,17918
อุบลราชธานี,เขมราฐ,ขามป้อม,9563
อุบลราชธานี,เขมราฐ,เจียด,5043
อุบลราชธานี,เขมราฐ,หนองผือ,9936
อุบลราชธานี,เขมราฐ,นาแวง,8090
อุบลราชธานี,เขมราฐ,แก้งเหนือ,6606
อุบลราชธานี,เขมราฐ,หนองนกทา,6281
อุบลราชธานี,เขมราฐ,หนองสิม,5586
อุบลราชธานี,เขมราฐ,หัวนา,13284
อุบลราชธานี,เดชอุดม,เมืองเดช,33303
อุบลราชธานี,เดชอุดม,นาส่วง,9032
อุบลราชธานี,เดชอุดม,นาเจริญ,7556
อุบลราชธานี,เดชอุดม,ทุ่งเทิง,8296
อุบลราชธานี,เดชอุดม,สมสะอาด,10886
อุบลราชธานี,เดชอุดม,กุดประทาย,13622
อุบลราชธานี,เดชอุดม,ตบหู,12309
อุบลราชธานี,เดชอุดม,กลาง,14492
อุบลราชธานี,เดชอุดม,แก้ง,8298
อุบลราชธานี,เดชอุดม,ท่าโพธิ์ศรี,7055
อุบลราชธานี,เดชอุดม,บัวงาม,12358
อุบลราชธานี,เดชอุดม,คำครั่ง,6738
อุบลราชธานี,เดชอุดม,นากระแซง,13584
อุบลราชธานี,เดชอุดม,โพนงาม,9077
อุบลราชธานี,เดชอุดม,ป่าโมง,4937
อุบลราชธานี,เดชอุดม,โนนสมบูรณ์,6006
อุบลราชธานี,นาจะหลวย,นาจะหลวย,19107
อุบลราชธานี,นาจะหลวย,โนนสมบูรณ์,6897
อุบลราชธานี,นาจะหลวย,พรสวรรค์,5741
อุบลราชธานี,นาจะหลวย,บ้านตูม,12998
อุบลราชธานี,นาจะหลวย,โสกแสง,7817
อุบลราชธานี,นาจะหลวย,โนนสวรรค์,6167
อุบลราชธานี,น้ำยืน,โซง,8398
อุบลราชธานี,น้ำยืน,ยาง,7464
อุบลราชธานี,น้ำยืน,โดมประดิษฐ์,16718
อุบลราชธานี,น้ำยืน,บุเปือย,9368
อุบลราชธานี,น้ำยืน,สีวิเชียร,14589
อุบลราชธานี,น้ำยืน,ยางใหญ่,6302
อุบลราชธานี,น้ำยืน,เก่าขาม,7416
อุบลราชธานี,บุณฑริก,โพนงาม,12729
อุบลราชธานี,บุณฑริก,ห้วยข่า,17783
อุบลราชธานี,บุณฑริก,คอแลน,13215
อุบลราชธานี,บุณฑริก,นาโพธิ์,8817
อุบลราชธานี,บุณฑริก,หนองสะโน,16961
อุบลราชธานี,บุณฑริก,โนนค้อ,6999
อุบลราชธานี,บุณฑริก,บัวงาม,10369
อุบลราชธานี,บุณฑริก,บ้านแมด,8514
อุบลราชธานี,ตระการพืชผล,ขุหลุ,7872
อุบลราชธานี,ตระการพืชผล,กระเดียน,4531
อุบลราชธานี,ตระการพืชผล,เกษม,7550
อุบลราชธานี,ตระการพืชผล,กุศกร,3572
อุบลราชธานี,ตระการพืชผล,ขามเปี้ย,7392
อุบลราชธานี,ตระการพืชผล,คอนสาย,6548
อุบลราชธานี,ตระการพืชผล,โคกจาน,5609
อุบลราชธานี,ตระการพืชผล,นาพิน,5551
อุบลราชธานี,ตระการพืชผล,นาสะไม,6007
อุบลราชธานี,ตระการพืชผล,โนนกุง,6206
อุบลราชธานี,ตระการพืชผล,ตระการ,5590
อุบลราชธานี,ตระการพืชผล,ตากแดด,3147
อุบลราชธานี,ตระการพืชผล,ไหล่ทุ่ง,8519
อุบลราชธานี,ตระการพืชผล,เป้า,5926
อุบลราชธานี,ตระการพืชผล,เซเป็ด,3399
อุบลราชธานี,ตระการพืชผล,สะพือ,4871
อุบลราชธานี,ตระการพืชผล,หนองเต่า,3671
อุบลราชธานี,ตระการพืชผล,ถ้ำแข้,4507
อุบลราชธานี,ตระการพืชผล,ท่าหลวง,3772
อุบลราชธานี,ตระการพืชผล,ห้วยฝ้ายพัฒนา,5697
อุบลราชธานี,ตระการพืชผล,กุดยาลวน,3464
อุบลราชธานี,ตระการพืชผล,บ้านแดง,2819
อุบลราชธานี,ตระการพืชผล,คำเจริญ,5569
อุบลราชธานี,กุดข้าวปุ้น,ข้าวปุ้น,9423
อุบลราชธานี,กุดข้าวปุ้น,โนนสวาง,10566
อุบลราชธานี,กุดข้าวปุ้น,แก่งเค็ง,7967
อุบลราชธานี,กุดข้าวปุ้น,กาบิน,5346
อุบลราชธานี,กุดข้าวปุ้น,หนองทันน้ำ,7642
อุบลราชธานี,ม่วงสามสิบ,ม่วงสามสิบ,9744
อุบลราชธานี,ม่วงสามสิบ,เหล่าบก,5455
อุบลราชธานี,ม่วงสามสิบ,ดุมใหญ่,5950
อุบลราชธานี,ม่วงสามสิบ,หนองช้างใหญ่,4781
อุบลราชธานี,ม่วงสามสิบ,หนองเมือง,7689
อุบลราชธานี,ม่วงสามสิบ,เตย,7939
อุบลราชธานี,ม่วงสามสิบ,ยางสักกระโพหลุ่ม,6840
อุบลราชธานี,ม่วงสามสิบ,หนองไข่นก,3764
อุบลราชธานี,ม่วงสามสิบ,หนองเหล่า,7453
อุบลราชธานี,ม่วงสามสิบ,หนองฮาง,4492
อุบลราชธานี,ม่วงสามสิบ,ยางโยภาพ,7904
อุบลราชธานี,ม่วงสามสิบ,ไผ่ใหญ่,4755
อุบลราชธานี,ม่วงสามสิบ,นาเลิง,4105
อุบลราชธานี,ม่วงสามสิบ,โพนแพง,3843
อุบลราชธานี,วารินชำราบ,วารินชำราบ,26166
อุบลราชธานี,วารินชำราบ,ธาตุ,6184
อุบลราชธานี,วารินชำราบ,ท่าลาด,7419
อุบลราชธานี,วารินชำราบ,โนนโหนน,6696
อุบลราชธานี,วารินชำราบ,คูเมือง,7662
อุบลราชธานี,วารินชำราบ,สระสมิง,7997
อุบลราชธานี,วารินชำราบ,คำน้ำแซบ,8019
อุบลราชธานี,วารินชำราบ,บุ่งหวาย,11292
อุบลราชธานี,วารินชำราบ,คำขวาง,8431
อุบลราชธานี,วารินชำราบ,โพธิ์ใหญ่,7825
อุบลราชธานี,วารินชำราบ,แสนสุข,24737
อุบลราชธานี,วารินชำราบ,หนองกินเพล,7820
อุบลราชธานี,วารินชำราบ,โนนผึ้ง,8977
อุบลราชธานี,วารินชำราบ,เมืองศรีไค,6161
อุบลราชธานี,วารินชำราบ,ห้วยขะยุง,6360
อุบลราชธานี,วารินชำราบ,บุ่งไหม,8895
อุบลราชธานี,พิบูลมังสาหาร,พิบูล,10500
อุบลราชธานี,พิบูลมังสาหาร,กุดชมภู,11742
อุบลราชธานี,พิบูลมังสาหาร,ดอนจิก,15006
อุบลราชธานี,พิบูลมังสาหาร,ทรายมูล,6114
อุบลราชธานี,พิบูลมังสาหาร,นาโพธิ์,8519
อุบลราชธานี,พิบูลมังสาหาร,โนนกลาง,7625
อุบลราชธานี,พิบูลมังสาหาร,โพธิ์ไทร,12060
อุบลราชธานี,พิบูลมังสาหาร,โพธิ์ศรี,12579
อุบลราชธานี,พิบูลมังสาหาร,ระเว,8610
อุบลราชธานี,พิบูลมังสาหาร,ไร่ใต้,8108
อุบลราชธานี,พิบูลมังสาหาร,หนองบัวฮี,10543
อุบลราชธานี,พิบูลมังสาหาร,อ่างศิลา,7892
อุบลราชธานี,พิบูลมังสาหาร,โนนกาหลง,4872
อุบลราชธานี,พิบูลมังสาหาร,บ้านแขม,5435
อุบลราชธานี,ตาลสุม,ตาลสุม,8763
อุบลราชธานี,ตาลสุม,สำโรง,4158
อุบลราชธานี,ตาลสุม,จิกเทิง,5420
อุบลราชธานี,ตาลสุม,หนองกุง,4275
อุบลราชธานี,ตาลสุม,นาคาย,6552
อุบลราชธานี,ตาลสุม,คำหว้า,3941
อุบลราชธานี,โพธิ์ไทร,โพธิ์ไทร,11704
อุบลราชธานี,โพธิ์ไทร,ม่วงใหญ่,6149
อุบลราชธานี,โพธิ์ไทร,สำโรง,8039
อุบลราชธานี,โพธิ์ไทร,สองคอน,7043
อุบลราชธานี,โพธิ์ไทร,สารภี,8087
อุบลราชธานี,โพธิ์ไทร,เหล่างาม,6408
อุบลราชธานี,สำโรง,สำโรง,6946
อุบลราชธานี,สำโรง,โคกก่อง,6443
อุบลราชธานี,สำโรง,หนองไฮ,6347
อุบลราชธานี,สำโรง,ค้อน้อย,7881
อุบลราชธานี,สำโรง,โนนกาเล็น,7812
อุบลราชธานี,สำโรง,โคกสว่าง,8009
อุบลราชธานี,สำโรง,โนนกลาง,4507
อุบลราชธานี,สำโรง,บอน,3398
อุบลราชธานี,สำโรง,ขามป้อม,2816
อุบลราชธานี,ดอนมดแดง,ดอนมดแดง,8899
อุบลราชธานี,ดอนมดแดง,เหล่าแดง,7058
อุบลราชธานี,ดอนมดแดง,ท่าเมือง,6326
อุบลราชธานี,ดอนมดแดง,คำไฮใหญ่,4964
อุบลราชธานี,สิรินธร,คันไร่,11935
อุบลราชธานี,สิรินธร,ช่องเม็ก,9875
อุบลราชธานี,สิรินธร,โนนก่อ,11278
อุบลราชธานี,สิรินธร,นิคมสร้างตนเองลำโดมน้อย,7796
อุบลราชธานี,สิรินธร,ฝางคำ,3612
อุบลราชธานี,สิรินธร,คำเขื่อนแก้ว,10262
อุบลราชธานี,ทุ่งศรีอุดม,หนองอ้ม,5814
อุบลราชธานี,ทุ่งศรีอุดม,นาเกษม,6076
อุบลราชธานี,ทุ่งศรีอุดม,กุดเรือ,6609
อุบลราชธานี,ทุ่งศรีอุดม,โคกชำแระ,6050
อุบลราชธานี,ทุ่งศรีอุดม,นาห่อม,4653
อุบลราชธานี,นาเยีย,นาเยีย,12482
อุบลราชธานี,นาเยีย,นาดี,8131
อุบลราชธานี,นาเยีย,นาเรือง,6807
อุบลราชธานี,นาตาล,นาตาล,11777
อุบลราชธานี,นาตาล,พะลาน,7276
อุบลราชธานี,นาตาล,กองโพน,8012
อุบลราชธานี,นาตาล,พังเคน,11353
อุบลราชธานี,เหล่าเสือโก้ก,เหล่าเสือโก้ก,7928
อุบลราชธานี,เหล่าเสือโก้ก,โพนเมือง,7340
อุบลราชธานี,เหล่าเสือโก้ก,แพงใหญ่,4904
อุบลราชธานี,เหล่าเสือโก้ก,หนองบก,7792
อุบลราชธานี,สว่างวีระวงศ์,แก่งโดม,5848
อุบลราชธานี,สว่างวีระวงศ์,ท่าช้าง,10191
อุบลราชธานี,สว่างวีระวงศ์,บุ่งมะแลง,7253
อุบลราชธานี,สว่างวีระวงศ์,สว่าง,7881
อุบลราชธานี,น้ำขุ่น,ตาเกา,10013
อุบลราชธานี,น้ำขุ่น,ไพบูลย์,7640
อุบลราชธานี,น้ำขุ่น,ขี้เหล็ก,8813
อุบลราชธานี,น้ำขุ่น,โคกสะอาด,6807
ยโสธร,เมืองยโสธร,ในเมือง,20232
ยโสธร,เมืองยโสธร,น้ำคำใหญ่,9087
ยโสธร,เมืองยโสธร,ตาดทอง,9576
ยโสธร,เมืองยโสธร,สำราญ,7476
ยโสธร,เมืองยโสธร,ค้อเหนือ,7617
ยโสธร,เมืองยโสธร,ดู่ทุ่ง,5478
ยโสธร,เมืองยโสธร,เดิด,11069
ยโสธร,เมืองยโสธร,ขั้นไดใหญ่,4721
ยโสธร,เมืองยโสธร,ทุ่งแต้,5250
ยโสธร,เมืองยโสธร,สิงห์,5962
ยโสธร,เมืองยโสธร,นาสะไมย์,5393
ยโสธร,เมืองยโสธร,เขื่องคำ,8427
ยโสธร,เมืองยโสธร,หนองหิน,4506
ยโสธร,เมืองยโสธร,หนองคู,5574
ยโสธร,เมืองยโสธร,ขุมเงิน,5221
ยโสธร,เมืองยโสธร,ทุ่งนางโอก,4832
ยโสธร,เมืองยโสธร,หนองเรือ,3579
ยโสธร,เมืองยโสธร,หนองเป็ด,4334
ยโสธร,ทรายมูล,ทรายมูล,11162
ยโสธร,ทรายมูล,ดู่ลาด,4072
ยโสธร,ทรายมูล,ดงมะไฟ,5666
ยโสธร,ทรายมูล,นาเวียง,4099
ยโสธร,ทรายมูล,ไผ่,5896
ยโสธร,กุดชุม,กุดชุม,13019
ยโสธร,กุดชุม,โนนเปือย,7107
ยโสธร,กุดชุม,กำแมด,9947
ยโสธร,กุดชุม,นาโส่,4147
ยโสธร,กุดชุม,ห้วยแก้ง,6016
ยโสธร,กุดชุม,หนองหมี,4630
ยโสธร,กุดชุม,โพนงาม,9207
ยโสธร,กุดชุม,คำน้ำสร้าง,4772
ยโสธร,กุดชุม,หนองแหน,7476
ยโสธร,คำเขื่อนแก้ว,ลุมพุก,12331
ยโสธร,คำเขื่อนแก้ว,ย่อ,6507
ยโสธร,คำเขื่อนแก้ว,สงเปือย,4296
ยโสธร,คำเขื่อนแก้ว,โพนทัน,3316
ยโสธร,คำเขื่อนแก้ว,ทุ่งมน,5930
ยโสธร,คำเขื่อนแก้ว,นาคำ,2630
ยโสธร,คำเขื่อนแก้ว,ดงแคนใหญ่,7531
ยโสธร,คำเขื่อนแก้ว,กู่จาน,5467
ยโสธร,คำเขื่อนแก้ว,นาแก,3560
ยโสธร,คำเขื่อนแก้ว,กุดกุง,4522
ยโสธร,คำเขื่อนแก้ว,เหล่าไฮ,2785
ยโสธร,คำเขื่อนแก้ว,แคนน้อย,3393
ยโสธร,คำเขื่อนแก้ว,ดงเจริญ,3601
ยโสธร,ป่าติ้ว,โพธิ์ไทร,9266
ยโสธร,ป่าติ้ว,กระจาย,7574
ยโสธร,ป่าติ้ว,โคกนาโก,8523
ยโสธร,ป่าติ้ว,เชียงเพ็ง,3464
ยโสธร,ป่าติ้ว,ศรีฐาน,6222
ยโสธร,มหาชนะชัย,ฟ้าหยาด,9652
ยโสธร,มหาชนะชัย,หัวเมือง,7207
ยโสธร,มหาชนะชัย,คูเมือง,6650
ยโสธร,มหาชนะชัย,ผือฮี,4296
ยโสธร,มหาชนะชัย,บากเรือ,4645
ยโสธร,มหาชนะชัย,ม่วง,6287
ยโสธร,มหาชนะชัย,โนนทราย,2992
ยโสธร,มหาชนะชัย,บึงแก,5406
ยโสธร,มหาชนะชัย,พระเสาร์,4192
ยโสธร,มหาชนะชัย,สงยาง,4935
ยโสธร,ค้อวัง,ฟ้าห่วน,5574
ยโสธร,ค้อวัง,กุดน้ำใส,7430
ยโสธร,ค้อวัง,น้ำอ้อม,5128
ยโสธร,ค้อวัง,ค้อวัง,7089
ยโสธร,เลิงนกทา,บุ่งค้า,13507
ยโสธร,เลิงนกทา,สวาท,13465
ยโสธร,เลิงนกทา,ห้องแซง,11491
ยโสธร,เลิงนกทา,สามัคคี,7535
ยโสธร,เลิงนกทา,กุดเชียงหมี,7614
ยโสธร,เลิงนกทา,สามแยก,11549
ยโสธร,เลิงนกทา,กุดแห่,8673
ยโสธร,เลิงนกทา,โคกสำราญ,10572
ยโสธร,เลิงนกทา,สร้างมิ่ง,6046
ยโสธร,เลิงนกทา,ศรีแก้ว,5664
ยโสธร,ไทยเจริญ,ไทยเจริญ,4422
ยโสธร,ไทยเจริญ,น้ำคำ,6662
ยโสธร,ไทยเจริญ,ส้มผ่อ,5913
ยโสธร,ไทยเจริญ,คำเตย,8762
ยโสธร,ไทยเจริญ,คำไผ่,4674
ชัยภูมิ,เมืองชัยภูมิ,ในเมือง,35901
ชัยภูมิ,เมืองชัยภูมิ,รอบเมือง,3488
ชัยภูมิ,เมืองชัยภูมิ,โพนทอง,9020
ชัยภูมิ,เมืองชัยภูมิ,นาฝาย,11838
ชัยภูมิ,เมืองชัยภูมิ,บ้านค่าย,12465
ชัยภูมิ,เมืองชัยภูมิ,กุดตุ้ม,10985
ชัยภูมิ,เมืองชัยภูมิ,ชีลอง,10685
ชัยภูมิ,เมืองชัยภูมิ,บ้านเล่า,8700
ชัยภูมิ,เมืองชัยภูมิ,นาเสียว,7307
ชัยภูมิ,เมืองชัยภูมิ,หนองนาแซง,8236
ชัยภูมิ,เมืองชัยภูมิ,ลาดใหญ่,7011
ชัยภูมิ,เมืองชัยภูมิ,หนองไผ่,6444
ชัยภูมิ,เมืองชัยภูมิ,ท่าหินโงม,6099
ชัยภูมิ,เมืองชัยภูมิ,ห้วยต้อน,10908
