Title,Name,IsMp,IsSenator,IsCabinet,IsActive,MpType,MpProvince,MpZone,Images,PartyName,Party,companyType,countDirector,totalValueShare,countCompShare,totalPctShare
นาง,มุกดา พงษ์สมบัติ,True,False,False,True,แบ่งเขต,ขอนแก่น,4.0,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/มุกดา-พงษ์สมบัติ.jpg,เพื่อไทย,,[],,,,
พลตำรวจเอก,ยงยุทธ เทพจำนงค์,True,False,False,True,บัญชีรายชื่อ,,,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/ยงยุทธ-เทพจำนงค์.jpg,พลังประชารัฐ,,"['I', 'F', 'J']",1.0,-164051.0,2.0,-0.007601854276364
ดร.,ยงยุทธ สุวรรณบุตร,True,False,False,True,แบ่งเขต,สมุทรปราการ,2.0,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/ยงยุทธ-สุวรรณบุตร.jpg,พลังประชารัฐ,,['C'],1.0,,,
นาย,ยรรยงก์ ถนอมพิชัยธำรง,True,False,False,True,บัญชีรายชื่อ,,,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/ยรรยงก์-ถนอมพิชัยธำรง.jpg,รักษ์ผืนป่าประเทศไทย,,[],,,,
นาย,ยศวัฒน์ มาไพศาลสิน,True,False,False,True,แบ่งเขต,กาญจนบุรี,3.0,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/ยศวัฒน์-มาไพศาลสิน.jpg,ภูมิใจไทย,,[],,,,
นาย,ยุทธพงศ์ จรัสเสถียร,True,False,False,True,แบ่งเขต,มหาสารคาม,3.0,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/ยุทธพงศ์-จรัสเสถียร.jpg,เพื่อไทย,,[],,,,
นางสาว,เยาวลักษณ์ วงษ์ประภารัตน์,True,False,False,False,บัญชีรายชื่อ,,,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/เยาวลักษณ์-วงษ์ประภารัตน์.jpg,อนาคตใหม่,,"['C', 'I']",2.0,,,
รองศาสตราจารย์ ดร.,รงค์ บุญสวยขวัญ,True,False,False,True,แบ่งเขต,นครศรีธรรมราช,1.0,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/รงค์-บุญสวยขวัญ.jpg,พลังประชารัฐ,,[],,,,
นาย,รณเทพ อนุวัฒน์,True,False,False,True,แบ่งเขต,ชลบุรี,3.0,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/รณเทพ-อนุวัฒน์.jpg,รวมไทยสร้างชาติ,,"['I', 'G']",2.0,,,
นายแพทย์,ระวี มาศฉมาดล,True,False,False,True,บัญชีรายชื่อ,,,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/ระวี-มาศฉมาดล.jpg,พลังธรรมใหม่,,['C'],1.0,,,
นาย,รังสรรค์ มณีรัตน์,True,False,False,True,แบ่งเขต,ลำพูน,2.0,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/รังสรรค์-มณีรัตน์.jpg,เพื่อไทย,,"['F', 'G', 'R']",3.0,,,
นาย,รังสรรค์ วันไชยธนวงศ์,True,False,False,True,แบ่งเขต,เชียงราย,4.0,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/รังสรรค์-วันไชยธนวงศ์.jpg,ภูมิใจไทย,,[],,,,
นาย,รังสิกร ทิมาตฤกะ,True,False,False,True,แบ่งเขต,บุรีรัมย์,2.0,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/รังสิกร-ทิมาตฤกะ.jpg,ภูมิใจไทย,,[],,,,
นาย,รังสิมันต์ โรม,True,False,False,True,บัญชีรายชื่อ,,,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/รังสิมันต์-โรม.jpg,ก้าวไกล,,[],,,,
นางสาว,รังสิมา รอดรัศมี,True,False,False,True,แบ่งเขต,สมุทรสงคราม,1.0,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/รังสิมา-รอดรัศมี.jpg,รวมไทยสร้างชาติ,,[],,,,
นาย,รัฐกิตติ์ ผาลีพัฒน์,True,False,False,True,แบ่งเขต,อุบลราชธานี,5.0,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/รัฐกิตติ์-ผาลีพัฒน์.jpg,เพื่อไทย,,[],,,,
ดร.,รุ่งโรจน์ ทองศรี,True,False,False,True,แบ่งเขต,บุรีรัมย์,8.0,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/รุ่งโรจน์-ทองศรี.jpg,ภูมิใจไทย,,[],,,,
นายแพทย์,เรวัต วิศรุตเวช,True,False,False,True,บัญชีรายชื่อ,,,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/เรวัต-วิศรุตเวช.jpg,เสรีรวมไทย,,[],,,,
นางสาว,ละออง ติยะไพรัช,True,False,False,True,แบ่งเขต,เชียงราย,7.0,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/ละออง-ติยะไพรัช.jpg,เพื่อไทย,,['F'],1.0,,,
นาง,ลินดา เชิดชัย,True,False,False,True,บัญชีรายชื่อ,,,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/ลินดา-เชิดชัย.jpg,เพื่อชาติ,,"['L', 'F', 'L', 'L']",1.0,249396.0,3.0,0.011556601600162001
นาย,เลิศศักดิ์ พัฒนชัยกุล,True,False,False,True,แบ่งเขต,เลย,1.0,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/เลิศศักดิ์-พัฒนชัยกุล.jpg,เพื่อไทย,,"['K', 'G', 'R', 'G', 'G', 'G', 'G']",7.0,,,
นางสาว,วชิราภรณ์ กาญจนะ,True,False,False,True,แบ่งเขต,สุราษฎร์ธานี,3.0,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/วชิราภรณ์-กาญจนะ.jpg,รวมไทยสร้างชาติ,,"['C', 'A']",0.0,9237726.0,2.0,0.42806107184343606
นางสาว,วทันยา วงษ์โอภาสี,True,False,False,False,บัญชีรายชื่อ,,,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/วทันยา-วงษ์โอภาสี.jpg,ประชาธิปัตย์,,[],,,,
นาย,วรภพ วิริยะโรจน์,True,False,False,True,บัญชีรายชื่อ,,,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/วรภพ-วิริยะโรจน์.jpg,ก้าวไกล,,"['J', 'N', 'J']",3.0,,,
นางสาว,วรรณวรี ตะล่อมสิน,True,False,False,True,แบ่งเขต,กรุงเทพมหานคร,3.0,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/วรรณวรี-ตะล่อมสิน.jpg,ก้าวไกล,,"['C', 'G', 'C', 'L', 'L', 'G', 'N', 'H', 'G', 'J']",1.0,20837918.0,9.0,0.9655949433946881
นางสาว,วรรณวิภา ไม้สน,True,False,False,True,บัญชีรายชื่อ,,,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/วรรณวิภา-ไม้สน.jpg,ก้าวไกล,,[],,,,
นาย,วรศิษฎ์ เลียงประสิทธิ์,True,False,False,True,แบ่งเขต,สตูล,2.0,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/วรศิษฎ์-เลียงประสิทธิ์.jpg,ภูมิใจไทย,,[],,,,
นาย,วรสิทธิ์ กัลป์ตินันท์,True,False,False,True,แบ่งเขต,อุบลราชธานี,1.0,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/วรสิทธิ์-กัลป์ตินันท์.jpg,เพื่อไทย,,['A'],1.0,,,
ดร.,ธรรมนัส พรหมเผ่า,True,False,False,True,แบ่งเขต,พะเยา,1.0,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/ธรรมนัส-พรหมเผ่า.jpg,พลังประชารัฐ,,"['N', 'F', 'G']",3.0,,,
นาย,วัชรพล โตมรศักดิ์,True,False,False,True,แบ่งเขต,นครราชสีมา,2.0,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/วัชรพล-โตมรศักดิ์.jpg,ชาติพัฒนากล้า,,[],,,,
นาย,วัชระ ยาวอหะซัน,True,False,False,True,แบ่งเขต,นราธิวาส,1.0,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/วัชระ-ยาวอหะซัน.jpg,รวมไทยสร้างชาติ,,[],,,,
นาย,วัชรา ณ วังขนาย,True,False,False,True,บัญชีรายชื่อ,,,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/วัชรา-ณ-วังขนาย.jpg,เสรีรวมไทย,,"['M', 'G', 'K', 'A', 'C', 'C', 'K', 'K', 'J', 'G', 'L']",1.0,10846374.0,10.0,0.502603181784649
นาย,วัฒนา ช่างเหลา,True,False,False,True,แบ่งเขต,ขอนแก่น,2.0,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/วัฒนา-ช่างเหลา.jpg,พลังประชารัฐ,,"['R', 'R', 'R']",3.0,,,
นาย,วัน อยู่บำรุง,True,False,False,True,แบ่งเขต,กรุงเทพมหานคร,26.0,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/วัน-อยู่บำรุง.jpg,เพื่อไทย,,[],,,,
นาย,วันชัย เจริญนนทสิทธิ์,True,False,False,False,แบ่งเขต,นนทบุรี,5.0,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/วันชัย-เจริญนนทสิทธิ์.jpg,เพื่อไทย,,"['L', 'G']",2.0,,,
ดร.,วุฒิชัย กิตติธเนศวร,True,False,False,False,แบ่งเขต,นครนายก,1.0,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/วุฒิชัย-กิตติธเนศวร.jpg,ภูมิใจไทย,,"['F', 'N/A']",1.0,2223293.0,1.0,0.103023751148497
นาย,วันชัย ปริญญาศิริ,True,False,False,False,แบ่งเขต,สงขลา,1.0,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/วันชัย-ปริญญาศิริ.jpg,พลังประชารัฐ,,"['G', 'I']",1.0,96731.0,1.0,0.004482355889370001
นาย,วันนิวัติ สมบูรณ์,True,False,False,True,แบ่งเขต,ขอนแก่น,9.0,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/วันนิวัติ-สมบูรณ์.jpg,เพื่อไทย,,[],,,,
นาง,วันเพ็ญ พร้อมพัฒน์,True,False,False,True,แบ่งเขต,เพชรบูรณ์,3.0,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/วันเพ็ญ-พร้อมพัฒน์.jpg,พลังประชารัฐ,,[],,,,
นาย,วันมูหะมัดนอร์ มะทา,True,False,False,False,บัญชีรายชื่อ,,,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/วันมูหะมัดนอร์-มะทา.jpg,ประชาชาติ,,[],,,,
นาย,วาโย อัศวรุ่งเรือง,True,False,False,True,บัญชีรายชื่อ,,,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/วาโย-อัศวรุ่งเรือง.jpg,ก้าวไกล,,[],,,,
