Title,Name,IsMp,IsSenator,IsCabinet,IsActive,MpType,MpProvince,MpZone,Images,PartyName,Party,companyType,countDirector,totalValueShare,countCompShare,totalPctShare
นาย,สมคิด เชื้อคง,True,False,False,True,แบ่งเขต,อุบลราชธานี,10.0,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/สมคิด-เชื้อคง.jpg,เพื่อไทย,,['N/A'],1.0,,,
นาย,สมเจตน์ ลิมปะพันธุ์,True,False,False,True,แบ่งเขต,สุโขทัย,3.0,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/สมเจตน์-ลิมปะพันธุ์.jpg,ภูมิใจไทย,,['C'],1.0,,,
นาย,สมชาติ ประดิษฐพร,True,False,False,True,แบ่งเขต,สุราษฎร์ธานี,4.0,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/สมชาติ-ประดิษฐพร.jpg,ประชาธิปัตย์,,"['R', 'F']",2.0,,,
นาย,สมชาย ฝั่งชลจิตร,True,False,False,True,บัญชีรายชื่อ,,,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/สมชาย-ฝั่งชลจิตร.jpg,ก้าวไกล,,"['G', 'B', 'C', 'C', 'F']",4.0,-76139.0,1.0,-0.0035281563827590004
พลเอก,สมชาย วิษณุวงศ์,True,False,False,False,แบ่งเขต,กาญจนบุรี,1.0,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/สมชาย-วิษณุวงศ์.jpg,ภูมิใจไทย,,[],,,,
นาย,สมบัติ ศรีสุรินทร์,True,False,False,True,แบ่งเขต,สุรินทร์,6.0,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/สมบัติ-ศรีสุรินทร์.jpg,เพื่อไทย,,"['L', 'G', 'C', 'C', 'G', 'I', 'K']",6.0,2160328.0,1.0,0.10010605631877201
นาย,สมบัติ อำนาคะ,True,False,False,True,แบ่งเขต,สระบุรี,2.0,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/สมบัติ-อำนาคะ.jpg,รวมไทยสร้างชาติ,,[],,,,
นาย,สมบูรณ์ ซารัมย์,True,False,False,True,แบ่งเขต,บุรีรัมย์,3.0,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/สมบูรณ์-ซารัมย์.jpg,ภูมิใจไทย,,[],,,,
นาย,สมพงษ์ โสภณ,True,False,False,True,แบ่งเขต,ระยอง,4.0,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/สมพงษ์-โสภณ.jpg,รวมไทยสร้างชาติ,,"['L', 'G', 'C']",3.0,,,
นาย,สมพงษ์ อมรวิวัฒน์,True,False,False,True,แบ่งเขต,เชียงใหม่,5.0,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/สมพงษ์-อมรวิวัฒน์.jpg,เพื่อไทย,,"['L', 'Q', 'C', 'L', 'L', 'G', 'C', 'G', 'G', 'B', 'L', 'M', 'M', 'G', 'L', 'C']",12.0,5084368.0,4.0,0.23560127413678103
นาย,สมมุติ เบ็ญจลักษณ์,True,False,False,True,แบ่งเขต,ปัตตานี,4.0,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/สมมุติ-เบ็ญจลักษณ์.jpg,ประชาชาติ,,['F'],1.0,,,
นาย,สมศักดิ์ เทพสุทิน,True,False,True,True,บัญชีรายชื่อ,,,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/สมศักดิ์-เทพสุทิน.jpg,เพื่อไทย,,"['M', 'F']",1.0,0.0,1.0,0.0
นาย,สมศักดิ์ พันธ์เกษม,True,False,False,True,แบ่งเขต,นครราชสีมา,11.0,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/สมศักดิ์-พันธ์เกษม.jpg,ภูมิใจไทย,,"['F', 'F', 'H']",3.0,,,
นาง,สมหญิง บัวบุตร,True,False,False,False,แบ่งเขต,อำนาจเจริญ,1.0,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/สมหญิง-บัวบุตร.jpg,เพื่อไทย,,[],,,,
นาย,สมัคร ป้องวงษ์,True,False,False,False,แบ่งเขต,สมุทรสาคร,2.0,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/สมัคร-ป้องวงษ์.jpg,อนาคตใหม่,,[],,,,
นาย,สยาม หัตถสงเคราะห์,True,False,False,True,แบ่งเขต,หนองบัวลำภู,1.0,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/สยาม-หัตถสงเคราะห์.jpg,เพื่อไทย,,"['G', 'L', 'L']",3.0,,,
นาย,สรชัด สุจิตต์,True,False,False,True,แบ่งเขต,สุพรรณบุรี,1.0,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/สรชัด-สุจิตต์.jpg,ชาติไทยพัฒนา,,[],,,,
นาย,สรวุฒิ เนื่องจำนงค์,True,False,False,True,แบ่งเขต,ชลบุรี,4.0,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/สรวุฒิ-เนื่องจำนงค์.jpg,เพื่อไทย,,"['G', 'L', 'L']",0.0,28864463.0,3.0,1.337531874182587
นาย,สรอรรถ กลิ่นประทุม,True,False,False,True,บัญชีรายชื่อ,,,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/สรอรรถ-กลิ่นประทุม.jpg,ภูมิใจไทย,,[],,,,
นางสาว,สรัสนันท์ อรรณนพพร,True,False,False,True,แบ่งเขต,ขอนแก่น,8.0,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/สรัสนันท์-อรรณนพพร.jpg,เพื่อไทย,,['L'],1.0,,,
นาย,สราวุธ อ่อนละมัย,True,False,False,True,แบ่งเขต,ชุมพร,2.0,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/สราวุธ-อ่อนละมัย.jpg,ประชาธิปัตย์,,[],,,,
ดร.,สฤษฏ์พงษ์ เกี่ยวข้อง,True,False,False,True,แบ่งเขต,กระบี่,2.0,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/สฤษฏ์พงษ์-เกี่ยวข้อง.jpg,ภูมิใจไทย,,['I'],,-766876.0,1.0,-0.03553577606989
ดร.,สฤษดิ์ บุตรเนียร,True,False,False,True,แบ่งเขต,ปราจีนบุรี,3.0,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/สฤษดิ์-บุตรเนียร.jpg,ภูมิใจไทย,,[],,,,
ดร.,สะถิระ เผือกประพันธุ์,True,False,False,False,แบ่งเขต,ชลบุรี,8.0,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/สะถิระ-เผือกประพันธุ์.jpg,พลังประชารัฐ,,"['K', 'G', 'G', 'G', 'G', 'G', 'G']",0.0,4325107.0,7.0,0.20041836467736202
นาย,สัญญา นิลสุพรรณ,True,False,False,True,แบ่งเขต,นครสวรรค์,3.0,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/สัญญา-นิลสุพรรณ.jpg,รวมไทยสร้างชาติ,,"['F', 'M']",1.0,665253.0,1.0,0.030826732923996004
นาย,สัณหพจน์ สุขศรีเมือง,True,False,False,True,แบ่งเขต,นครศรีธรรมราช,2.0,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/สัณหพจน์-สุขศรีเมือง.jpg,พลังประชารัฐ,,[],,,,
ดร.,สันติ กีระนันทน์,True,False,False,False,บัญชีรายชื่อ,,,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/สันติ-กีระนันทน์.jpg,พลังประชารัฐ,,"['N', 'G', 'L', 'K']",4.0,,,
นาย,สันติ พร้อมพัฒน์,True,False,True,True,บัญชีรายชื่อ,,,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/สันติ-พร้อมพัฒน์.jpg,พลังประชารัฐ,,[],,,,
นาย,สัมพันธ์ มะยูโซ๊ะ,True,False,False,True,แบ่งเขต,นราธิวาส,2.0,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/สัมพันธ์-มะยูโซ๊ะ.jpg,พลังประชารัฐ,,"['G', 'C']",2.0,,,
นาย,สัมฤทธิ์ แทนทรัพย์,True,False,False,False,แบ่งเขต,ชัยภูมิ,3.0,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/สัมฤทธิ์-แทนทรัพย์.jpg,ภูมิใจไทย,,[],,,,
นาย,สาคร เกี่ยวข้อง,True,False,False,True,แบ่งเขต,กระบี่,1.0,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/สาคร-เกี่ยวข้อง.jpg,ประชาธิปัตย์,,"['N', 'G', 'G', 'I', 'I', 'I', 'G', 'F', 'I']",3.0,-9256119.0,6.0,-0.42891337329667406
นาย,สาทิตย์ วงศ์หนองเตย,True,False,False,True,แบ่งเขต,ตรัง,2.0,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/สาทิตย์-วงศ์หนองเตย.jpg,ประชาธิปัตย์,,[],,,,
ดร.,สุรชัย ศรีสารคาม,True,False,False,False,บัญชีรายชื่อ,,,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/สุรชัย-ศรีสารคาม.jpg,อนาคตใหม่,,['M'],,14212754.0,1.0,0.658595709711144
นาย,สุริยะ จึงรุ่งเรืองกิจ,True,False,True,True,บัญชีรายชื่อ,,,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/สุริยะ-จึงรุ่งเรืองกิจ.jpg,เพื่อไทย,,"['R', 'G']",1.0,49250.0,1.0,0.0022821642239970004
นาย,สาธิต อุ๋ยตระกูล,True,False,False,True,แบ่งเขต,เพชรบุรี,2.0,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/สาธิต-อุ๋ยตระกูล.jpg,รวมไทยสร้างชาติ,,['F'],1.0,,,
นาย,สายัณห์ ยุติธรรม,True,False,False,True,แบ่งเขต,นครศรีธรรมราช,7.0,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/สายัณห์-ยุติธรรม.jpg,รวมไทยสร้างชาติ,,"['G', 'F', 'I']",3.0,,,
นาย,สำลี รักสุทธี,True,False,False,False,บัญชีรายชื่อ,,,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/สำลี-รักสุทธี.jpg,อนาคตใหม่,,[],,,,
นาย,สิงหภณ ดีนาง,True,False,False,True,แบ่งเขต,ขอนแก่น,6.0,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/สิงหภณ-ดีนาง.jpg,เพื่อไทย,,[],,,,
พันโท ดร.,สินธพ แก้วพิจิตร,True,False,False,True,แบ่งเขต,นครปฐม,1.0,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/สินธพ-แก้วพิจิตร.jpg,รวมไทยสร้างชาติ,,"['C', 'R', 'C', 'C']",1.0,40886332.0,3.0,1.8946055663121641
นาย,สินิตย์ เลิศไกร,True,False,True,True,แบ่งเขต,สุราษฎร์ธานี,5.0,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/สินิตย์-เลิศไกร.jpg,ประชาธิปัตย์,,[],,,,
นาย,สิระ เจนจาคะ,True,False,False,False,แบ่งเขต,กรุงเทพมหานคร,9.0,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/สิระ-เจนจาคะ.jpg,พลังประชารัฐ,,"['G', 'M', 'G']",3.0,,,
นาง,สิรินทร รามสูต,True,False,False,True,แบ่งเขต,น่าน,1.0,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/สิรินทร-รามสูต.jpg,เพื่อไทย,,['G'],1.0,,,
ดร.,สิริพงศ์ อังคสกุลเกียรติ,True,False,False,True,แบ่งเขต,ศรีสะเกษ,1.0,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/สิริพงศ์-อังคสกุลเกียรติ.jpg,ภูมิใจไทย,,"['G', 'M', 'G', 'I', 'L', 'Q', 'L', 'L', 'C', 'K', 'K']",7.0,954041.0,4.0,0.04420869519647801
นาย,สุชาติ ชมกลิ่น,True,False,True,True,แบ่งเขต,ชลบุรี,1.0,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/สุชาติ-ชมกลิ่น.jpg,รวมไทยสร้างชาติ,,"['R', 'H', 'L', 'S', 'L', 'H']",6.0,,,
นาย,สุชาติ ตันเจริญ,True,False,False,True,แบ่งเขต,ฉะเชิงเทรา,3.0,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/สุชาติ-ตันเจริญ.jpg,เพื่อไทย,,"['C', 'N', 'G']",3.0,,,
นาย,สุชาติ ภิญโญ,True,False,False,False,แบ่งเขต,นครราชสีมา,14.0,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/สุชาติ-ภิญโญ.jpg,ภูมิใจไทย,,['N'],1.0,,,
นาย,สุชาติ อุสาหะ,True,False,False,False,แบ่งเขต,เพชรบุรี,3.0,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/สุชาติ-อุสาหะ.jpg,ภูมิใจไทย,,['H'],1.0,,,
นางสาว,สุณัฐชา โล่สถาพรพิพิธ,True,False,False,True,แบ่งเขต,ตรัง,3.0,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/สุณัฐชา-โล่สถาพรพิพิธ.jpg,ประชาธิปัตย์,,[],,,,
นางสาว,สุทธวรรณ สุบรรณ ณ อยุธยา,True,False,False,True,แบ่งเขต,นครปฐม,3.0,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/สุทธวรรณ-สุบรรณ-ณ-อยุธยา.jpg,ก้าวไกล,,[],,,,
นาย,สุทา ประทีป ณ ถลาง,True,False,False,True,แบ่งเขต,ภูเก็ต,1.0,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/สุทา-ประทีป-ณ-ถลาง.jpg,พลังประชารัฐ,,[],,,,
ดร.,สุทิน คลังแสง,True,False,False,True,แบ่งเขต,มหาสารคาม,5.0,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/สุทิน-คลังแสง.jpg,เพื่อไทย,,['G'],1.0,,,
นาย,สุเทพ อู่อ้น,True,False,False,True,บัญชีรายชื่อ,,,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/สุเทพ-อู่อ้น.jpg,ก้าวไกล,,['G'],1.0,,,
นาย,สุพล จุลใส,True,False,False,False,แบ่งเขต,ชุมพร,3.0,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/สุพล-จุลใส.jpg,รวมไทยสร้างชาติ,,[],,,,
นาย,สุพล ฟองงาม,True,False,False,False,บัญชีรายชื่อ,,,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/สุพล-ฟองงาม.jpg,พลังประชารัฐ,,[],,,,
พลตำรวจตรี ดร.,สุพิศาล ภักดีนฤนาถ,True,False,False,True,บัญชีรายชื่อ,,,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/สุพิศาล-ภักดีนฤนาถ.jpg,ก้าวไกล,,[],,,,
นาย,สุภดิช อากาศฤกษ์,True,False,False,True,บัญชีรายชื่อ,,,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/สุภดิช-อากาศฤกษ์.jpg,รวมไทยสร้างชาติ,,[],,,,
นาง,สุภาภรณ์ คงวุฒิปัญญา,True,False,False,True,แบ่งเขต,กรุงเทพมหานคร,29.0,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/สุภาภรณ์-คงวุฒิปัญญา.jpg,เพื่อไทย,,"['L', 'C', 'L']",0.0,-15039417.0,3.0,-0.696901917303068
นาย,สุรชาติ ชาญประดิษฐ์,True,False,False,True,แบ่งเขต,ศรีสะเกษ,2.0,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/สุรชาติ-ชาญประดิษฐ์.jpg,เพื่อไทย,,[],,,,
นาย,สุรชาติ ศรีบุศกร,True,False,False,True,แบ่งเขต,พิจิตร,3.0,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/สุรชาติ-ศรีบุศกร.jpg,รวมไทยสร้างชาติ,,[],,,,
ดร.,สุรเชษฐ์ ประวีณวงศ์วุฒิ,True,False,False,True,บัญชีรายชื่อ,,,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/สุรเชษฐ์-ประวีณวงศ์วุฒิ.jpg,ก้าวไกล,,[],,,,
นาย,สุรทิน พิจารณ์,True,False,False,False,บัญชีรายชื่อ,,,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/สุรทิน-พิจารณ์.jpg,ประชาธิปไตยใหม่,,['F'],1.0,,,
นาย,สุรพงษ์ อึ้งอัมพรวิไล,True,False,False,True,แบ่งเขต,ปทุมธานี,1.0,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/สุรพงษ์-อึ้งอัมพรวิไล.jpg,เพื่อไทย,,[],,,,
รองศาสตราจารย์ ดร.,สุรวาท ทองบุ,True,False,False,True,บัญชีรายชื่อ,,,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/สุรวาท-ทองบุ.jpg,ก้าวไกล,,[],,,,
ดร.,สุรวิทย์ คนสมบูรณ์,True,False,False,True,แบ่งเขต,ชัยภูมิ,6.0,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/สุรวิทย์-คนสมบูรณ์.jpg,เพื่อไทย,,['C'],,13840952.0,1.0,0.6413670148317401
นาย,สุรศักดิ์ ชิงนวรรณ์,True,False,False,True,แบ่งเขต,สระแก้ว,3.0,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/สุรศักดิ์-ชิงนวรรณ์.jpg,พลังประชารัฐ,,"['K', 'C']",2.0,,,
นาย,สุรศักดิ์ พันธ์เจริญวรกุล,True,False,False,True,แบ่งเขต,พระนครศรีอยุธยา,3.0,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/สุรศักดิ์-พันธ์เจริญวรกุล.jpg,ภูมิใจไทย,,[],,,,
นาย,สุรศักดิ์ อนรรฆพันธ์,True,False,False,True,แบ่งเขต,เพชรบูรณ์,4.0,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/สุรศักดิ์-อนรรฆพันธ์.jpg,พลังประชารัฐ,,['Q'],,-570058.0,1.0,-0.026415552755399002
นาย,สุรสิทธิ์ นิธิวุฒิวรรักษ์,True,False,False,True,บัญชีรายชื่อ,,,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/สุรสิทธิ์-นิธิวุฒิวรรักษ์.jpg,พลังประชารัฐ,,[],,,,
นาย,สุรสิทธิ์ วงศ์วิทยานันท์,True,False,False,True,บัญชีรายชื่อ,,,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/สุรสิทธิ์-วงศ์วิทยานันท์.jpg,พลังประชารัฐ,,[],,,,
พลตำรวจตรี,สุรินทร์ ปาลาเร่,True,False,False,True,แบ่งเขต,สงขลา,8.0,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/สุรินทร์-ปาลาเร่.jpg,ประชาธิปัตย์,,[],,,,
ดร.,อธิรัฐ รัตนเศรษฐ,True,False,True,True,แบ่งเขต,นครราชสีมา,6.0,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/อธิรัฐ-รัตนเศรษฐ.jpg,พลังประชารัฐ,,[],,,,
นาย,สุรชัย เลี้ยงบุญเลิศชัย,False,True,False,True,,,,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/สุรชัย-เลี้ยงบุญเลิศชัย.jpg,,,"['L', 'Q', 'M', 'I', 'L']",2.0,13461459.0,3.0,0.6237819316265141
พลเรือเอก,ฐนิธ กิตติอำพน,False,True,False,True,,,,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/ฐนิธ-กิตติอำพน.jpg,,,"['L', 'K']",1.0,759259.0,1.0,0.035182816782699
นาย,เสมอกัน เที่ยงธรรม,True,False,False,True,แบ่งเขต,สุพรรณบุรี,4.0,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/เสมอกัน-เที่ยงธรรม.jpg,ชาติไทยพัฒนา,,['I'],,-3445336.0,1.0,-0.15965121946903102
พลตำรวจเอก,เสรีพิศุทธ์ เตมียเวส,True,False,False,True,บัญชีรายชื่อ,,,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/เสรีพิศุทธ์-เตมียเวส.jpg,เสรีรวมไทย,,['G'],1.0,,,
นาย,โสภณ ซารัมย์,True,False,False,True,แบ่งเขต,บุรีรัมย์,4.0,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/โสภณ-ซารัมย์.jpg,ภูมิใจไทย,,[],,,,
นาย,องค์การ ชัยบุตร,True,False,False,True,บัญชีรายชื่อ,,,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/องค์การ-ชัยบุตร.jpg,ก้าวไกล,,[],,,,
นาย,องอาจ คล้ามไพบูลย์,True,False,False,True,บัญชีรายชื่อ,,,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/องอาจ-คล้ามไพบูลย์.jpg,ประชาธิปัตย์,,"['C', 'M', 'C']",3.0,,,
นาย,องอาจ วงษ์ประยูร,True,False,False,False,แบ่งเขต,สระบุรี,3.0,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/องอาจ-วงษ์ประยูร.jpg,เพื่อไทย,,"['H', 'G']",1.0,134890.0,1.0,0.006250581363959001
นาย,อดิพงษ์ ฐิติพิทยา,True,False,False,True,แบ่งเขต,บุรีรัมย์,5.0,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/อดิพงษ์-ฐิติพิทยา.jpg,ภูมิใจไทย,,['F'],1.0,,,
นาย,ศักดิ์สยาม ชิดชอบ,True,False,True,True,บัญชีรายชื่อ,,,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/ศักดิ์สยาม-ชิดชอบ.jpg,ภูมิใจไทย,,['F'],1.0,,,
นาย,อนันต์ ผลอำนวย,True,False,False,True,แบ่งเขต,กำแพงเพชร,3.0,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/อนันต์-ผลอำนวย.jpg,พลังประชารัฐ,,[],,,,
นาย,อนันต์ ศรีพันธุ์,True,False,False,True,แบ่งเขต,อุดรธานี,2.0,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/อนันต์-ศรีพันธุ์.jpg,เพื่อไทย,,[],,,,
นาย,อนาวิล รัตนสถาพร,True,False,False,True,แบ่งเขต,ปทุมธานี,3.0,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/อนาวิล-รัตนสถาพร.jpg,อนาคตใหม่,,[],,,,
นาย,อนุชา น้อยวงศ์,True,False,False,False,แบ่งเขต,พิษณุโลก,3.0,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/อนุชา-น้อยวงศ์.jpg,ภูมิใจไทย,,['F'],,-835270.0,1.0,-0.038705041855394
นาย,อนุชา นาคาศัย,True,False,True,True,แบ่งเขต,ชัยนาท,1.0,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/อนุชา-นาคาศัย.jpg,รวมไทยสร้างชาติ,,[],,,,
นาวาอากาศเอก,อนุดิษฐ์ นาครทรรพ,True,False,False,True,แบ่งเขต,กรุงเทพมหานคร,11.0,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/อนุดิษฐ์-นาครทรรพ.jpg,ไทยสร้างไทย,,[],,,,
นาย,อนุทิน ชาญวีรกูล,True,False,True,True,บัญชีรายชื่อ,,,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/อนุทิน-ชาญวีรกูล.jpg,ภูมิใจไทย,,"['F', 'K', 'L', 'L', 'L', 'L', 'L', 'C', 'L', 'F']",10.0,,,
นาย,อนุมัติ ซูสารอ,True,False,False,True,แบ่งเขต,ปัตตานี,3.0,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/อนุมัติ-ซูสารอ.jpg,รวมไทยสร้างชาติ,,[],,,,
นาย,อนุรักษ์ จุรีมาศ,True,False,False,True,แบ่งเขต,ร้อยเอ็ด,1.0,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/อนุรักษ์-จุรีมาศ.jpg,ชาติไทยพัฒนา,,[],,,,
นาย,อนุรักษ์ ตั้งปณิธานนท์,True,False,False,False,แบ่งเขต,มุกดาหาร,1.0,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/อนุรักษ์-ตั้งปณิธานนท์.jpg,เพื่อไทย,,"['G', 'L', 'M', 'L', 'H']",5.0,,,
นาง,อนุรักษ์ บุญศล,True,False,False,True,แบ่งเขต,สกลนคร,4.0,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/อนุรักษ์-บุญศล.jpg,เพื่อไทย,,[],,,,
นาย,อนุสรณ์ ปั้นทอง,True,False,False,True,แบ่งเขต,กรุงเทพมหานคร,12.0,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/อนุสรณ์-ปั้นทอง.jpg,เพื่อไทย,,['L'],1.0,,,
นางสาว,อนุสรี ทับสุวรรณ,True,False,False,False,บัญชีรายชื่อ,,,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/อนุสรี-ทับสุวรรณ.jpg,ภูมิใจไทย,,[],,,,
ดร.,อภิชัย เตชะอุบล,True,False,False,False,บัญชีรายชื่อ,,,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/อภิชัย-เตชะอุบล.jpg,พลังประชารัฐ,,"['I', 'L', 'I', 'L', 'L', 'L', 'L', 'I', 'L', 'L', 'G', 'G', 'I', 'L', 'I', 'I', 'L', 'I', 'L', 'L', 'I']",11.0,448206691.0,10.0,20.769162947337904
นาย,อภิชา เลิศพชรกมล,True,False,False,False,แบ่งเขต,นครราชสีมา,9.0,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/อภิชา-เลิศพชรกมล.jpg,เพื่อไทย,,[],,,,
ดร.,อภิชาติ ตีรสวัสดิชัย,True,False,False,True,แบ่งเขต,สกลนคร,1.0,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/อภิชาติ-ตีรสวัสดิชัย.jpg,เพื่อไทย,,"['F', 'G', 'L']",3.0,,,
นาย,อภิชาติ ศิริสุนทร,True,False,False,True,บัญชีรายชื่อ,,,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/อภิชาติ-ศิริสุนทร.jpg,ก้าวไกล,,[],,,,
นาย,สุทัศน์ เงินหมื่น,True,False,False,True,บัญชีรายชื่อ,,,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/สุทัศน์-เงินหมื่น.jpg,ประชาธิปัตย์,,"['M', 'G', 'Q', 'G']",3.0,10035686.0,1.0,0.46503722949177806
นาย,อรรถกร ศิริลัทธยากร,True,False,False,True,บัญชีรายชื่อ,,,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/อรรถกร-ศิริลัทธยากร.jpg,พลังประชารัฐ,,"['L', 'L', 'L', 'L', 'I']",0.0,1854129.0,5.0,0.085917296862452
นาง,อมรัตน์ โชคปมิตต์กุล,True,False,False,True,บัญชีรายชื่อ,,,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/อมรัตน์-โชคปมิตต์กุล.jpg,ก้าวไกล,,"['G', 'G']",1.0,39189.0,1.0,0.0018159539852630002
ร้อยตำรวจเอก,อรุณ สวัสดี,True,False,False,True,แบ่งเขต,สงขลา,4.0,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/อรุณ-สวัสดี.jpg,รวมไทยสร้างชาติ,,"['G', 'G']",2.0,,,
นาย,อัครเดช วงษ์พิทักษ์โรจน์,True,False,False,True,แบ่งเขต,ราชบุรี,4.0,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/อัครเดช-วงษ์พิทักษ์โรจน์.jpg,รวมไทยสร้างชาติ,,[],,,,
