,Name,Number,Birthdate,Education,ExOccupation,Party,Province,Zone,Image,PastMP,PastGovernment,PastOpposition
619,สุทัศน์ ดาราไกย,10,,,,คลองไทย,นครศรีธรรมราช,9,,False,False,False
620,จรัญ ศรีสุข,11,,ปริญญาเอก,,เพื่อไทย,นครศรีธรรมราช,9,/yourcandidates/candidates/เพื่อไทย/จรัญ-ศรีสุข.webp,False,False,False
621,ธนัสถ์ ทวีเกื้อกูลกิจ,1,1971-02-16,ปริญญาโท,ที่ปรึกษารัฐมนตรีช่วยว่าการกระทรวงการคลัง,ภูมิใจไทย,ตาก,1,/yourcandidates/candidates/ภูมิใจไทย/ธนัสถ์_ทวีเกื้อกูลกิจ.webp,True,True,False
622,ปรีชา ปัญญาดี,2,,,,ครูไทยเพื่อประชาชน,ตาก,1,,False,False,False
623,กำธร บุญสา,3,,,,ไทยสร้างไทย,ตาก,1,,False,False,False
624,ศิริกุล อนุตรพงศ์,4,,,,รวมไทยสร้างชาติ,ตาก,1,,False,False,False
625,ชัยยุทธ แสงนุช,5,,,,เพื่อชาติ,ตาก,1,,False,False,False
626,ศรีทอง ศรีธิทอง,6,,,,เสรีรวมไทย,ตาก,1,,False,False,False
627,ประสงค์ นามเสถียร,7,,,,พลังประชารัฐ,ตาก,1,,False,False,False
628,สมชัยฐ์ หทยะตันย์ติ,8,,ปริญญาตรี,,เพื่อไทย,ตาก,1,/yourcandidates/candidates/เพื่อไทย/สมชัยฐ์-หทยะตันย์ติ.webp,False,False,False
629,กษิรัช สุวรรณเพ็ญ,9,,,,ประชาธิปัตย์,ตาก,1,,False,False,False
630,คริษฐ์ ปานเนียม,10,,,,ก้าวไกล,ตาก,1,/yourcandidates/candidates/ก้าวไกล/คริษฐ์ -ปานเนียม.webp,False,False,False
631,ลำเพย รักเกษตรกรรม,11,,,,พลังปวงชนไทย,ตาก,1,,False,False,False
632,ลั่นทม อินทฉิม,12,,,,คลองไทย,ตาก,1,,False,False,False
633,เทพพนม นามลี,1,,,,ไทยสร้างไทย,สุรินทร์,8,,False,False,False
634,ณรงค์ฤทธิ์ นิติ จันทึก,2,,,,ไทยภักดี,สุรินทร์,8,,False,False,False
635,ปทิดา ตันติรัตนานนท์,3,,,,ภูมิใจไทย,สุรินทร์,8,/yourcandidates/candidates/ภูมิใจไทย/ปทิดา_ตันติรัตนานนท์.webp,False,False,False
636,ณชณฆ์ ตรงใจ,4,,,,พลังประชารัฐ,สุรินทร์,8,,False,False,False
637,สมบัติ ศรีสุรินทร์,5,1946-08-29,ปริญญาโท,สมาชิกสภาผู้แทนราษฎร,เพื่อไทย,สุรินทร์,8,/yourcandidates/candidates/เพื่อไทย/สมบัติ-ศรีสุรินทร์.webp,True,False,True
638,จันทร์ สมัญญา,6,,,,เสรีรวมไทย,สุรินทร์,8,,False,False,False
639,ไพบูลย์ ศิริมา,7,,,,ประชาธิปัตย์,สุรินทร์,8,,False,False,False
640,ทองพูน มะวังนุทูล,8,,,,รวมไทยสร้างชาติ,สุรินทร์,8,,False,False,False
641,ภาณุโรจน์ กมลรัมย์บวร,9,,,,ก้าวไกล,สุรินทร์,8,/yourcandidates/candidates/ก้าวไกล/ภาณุโรจน์ -กมลรัมย์บวร.webp,False,False,False
642,พิรุณ บูรณะ,10,,,,ประชาธิปไตยใหม่,สุรินทร์,8,,False,False,False
643,สุเทพ หมายทอง,11,,,,แนวทางใหม่,สุรินทร์,8,,False,False,False
644,สุรพล เต็มสวัสดิ์,1,,,,ประชาธิปัตย์,พะเยา,1,,False,False,False
645,วิสา บุญนัดดา,2,,,,ก้าวไกล,พะเยา,1,/yourcandidates/candidates/ก้าวไกล/วิสา -บุญนัดดา.webp,False,False,False
646,ชยุต จิตธำรงสุนทร,3,,,,ภูมิใจไทย,พะเยา,1,/yourcandidates/candidates/ภูมิใจไทย/ชยุต_จิตธำรงสุนทร.webp,False,False,False
647,เผ่า ศรีวิชัย,4,,,,เสรีรวมไทย,พะเยา,1,,False,False,False
648,ศุภชาติ ฟองจำ,5,,,,เพื่อไทย,พะเยา,1,/yourcandidates/candidates/เพื่อไทย/ศุภชาติ-ฟองจำ.webp,False,False,False
649,ธรรมนัส พรหมเผ่า,6,1965-08-18,ปริญญาเอก,สมาชิกสภาผู้แทนราษฎร,พลังประชารัฐ,พะเยา,1,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/ธรรมนัส-พรหมเผ่า.jpg,True,True,False
650,ดีระพัฒน์ ธนนันทพันธุ์,7,,,,รวมไทยสร้างชาติ,พะเยา,1,,False,False,False
651,ณัฏฐ์ เมืองคำ,8,,,,พลังปวงชนไทย,พะเยา,1,,False,False,False
652,กันตวรรณ ตันเถียร,1,1972-02-21,ปริญญาโท,สมาชิกสภาผู้แทนราษฎร,ประชาธิปัตย์,พังงา,1,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/กันตวรรณ-ตันเถียร.jpg,True,True,False
653,ชนัญ เรืองผล,2,,,,เสรีรวมไทย,พังงา,1,,False,False,False
654,ธีรุตม์ สันหวัง,3,,,,ก้าวไกล,พังงา,1,/yourcandidates/candidates/ก้าวไกล/ธีรุตม์-สันหวัง.webp,False,False,False
655,เอื้อการย์ ประทาน,4,,,,เสมอภาค,พังงา,1,,False,False,False
656,ธะเนต นาวาล่อง,5,,ปริญญาโท,,เพื่อไทย,พังงา,1,/yourcandidates/candidates/เพื่อไทย/ธะเนต-นาวาล่อง.webp,False,False,False
657,นิตยา ราชานา,6,,,,ไทยสร้างไทย,พังงา,1,,False,False,False
658,ชาญวิศว์ บรรจงการ,7,,,,รวมไทยสร้างชาติ,พังงา,1,,False,False,False
659,อรรถพล ไตรศรี,8,,,,ภูมิใจไทย,พังงา,1,/yourcandidates/candidates/ภูมิใจไทย/อรรถพล_ไตรศรี.webp,False,False,False
660,กานต์ เพชรบูรณ์,9,,,,พลังประชารัฐ,พังงา,1,,False,False,False
661,ทนงเดช เป็นสุข,10,,,,คลองไทย,พังงา,1,,False,False,False
662,อนันต์ ทอดทิ้ง,11,,,,เพื่อชาติ,พังงา,1,,False,False,False
663,สุนทร รักษ์รงค์,1,,,,พลังประชารัฐ,นครศรีธรรมราช,8,,False,False,False
664,ปรีชานนท์ สรรพจิตต์,2,,,,ก้าวไกล,นครศรีธรรมราช,8,/yourcandidates/candidates/ก้าวไกล/ปรีชานนท์-สรรพจิตต์.webp,False,False,False
665,มุกดาวรรณ เลื่องสีนิล,3,,,,ภูมิใจไทย,นครศรีธรรมราช,8,/yourcandidates/candidates/ภูมิใจไทย/มุกดาวรรณ_เลื่องสีนิล.webp,False,False,False
666,ธนชาต ศรีเปารยะ,4,,,,ไทยภักดี,นครศรีธรรมราช,8,,False,False,False
667,กชพร ราชรักษ์,5,,,,ไทยสร้างไทย,นครศรีธรรมราช,8,,False,False,False
668,ปุณณ์สิริ บุณยเกียรติ,6,,,,ประชาธิปัตย์,นครศรีธรรมราช,8,,False,False,False
669,เรขา ปรีชาวัย,7,,,,รวมไทยสร้างชาติ,นครศรีธรรมราช,8,,False,False,False
670,เชาวศิลป์ บุญประดิษฐ์,8,,ปริญญาโท,,เพื่อไทย,นครศรีธรรมราช,8,/yourcandidates/candidates/เพื่อไทย/เชาวศิลป์-บุญประดิฐ์.webp,False,False,False
671,ราณี ใจเย็น,9,,,,คลองไทย,นครศรีธรรมราช,8,,False,False,False
672,พลวรรฒน์ ธรรมโสภณ,10,,,,เสรีรวมไทย,นครศรีธรรมราช,8,,False,False,False
673,พิเชษฐ รัตนพันธ์,11,,,,ทางเลือกใหม่,นครศรีธรรมราช,8,,False,False,False
674,กฤษณา ศิริผล,12,,,,ไทยสมาร์ท,นครศรีธรรมราช,8,,False,False,False
675,ปิยะพงษ์ สงค์สุข,1,,,,เสรีรวมไทย,ชลบุรี,8,,False,False,False
676,มานพ ประกอบธรรม,2,,,,รวมไทยสร้างชาติ,ชลบุรี,8,,False,False,False
677,โอฬาร์ ปัญญปิติพัฒน,3,,,,พลังประชารัฐ,ชลบุรี,8,,False,False,False
678,จรัส คุ้มไข่น้ำ,4,1967-03-07,ต่ำกว่าปริญญาตรี,พนักงานบริษัทเอกชน,ก้าวไกล,ชลบุรี,8,/yourcandidates/candidates/ก้าวไกล/จรัส-คุ้มไข่น้ำ.webp,True,False,True
679,สกลชัย เจริญรุจิจินต์,5,,,,ไทยสร้างไทย,ชลบุรี,8,,False,False,False
680,พจนารถ แก้วผลึก,6,,,,ประชาธิปัตย์,ชลบุรี,8,,False,False,False
681,พชรนน คณาโชติโภคิน,7,,,,ภูมิใจไทย,ชลบุรี,8,/yourcandidates/candidates/ภูมิใจไทย/พชรนน_คณาโชติโภคิน.webp,False,False,False
682,อมรฒิพัฒน์ ภูบาล,8,,,,ไทยภักดี,ชลบุรี,8,,False,False,False
683,เชาวลิตร แสงอุทัย,9,,ปริญญาโท,,เพื่อไทย,ชลบุรี,8,/yourcandidates/candidates/เพื่อไทย/เชาวลิตร-แสงอุทัย.webp,False,False,False
684,เดชา ศรีบุดดา,10,,,,คลองไทย,ชลบุรี,8,,False,False,False
685,บุษดา มุดดางาม,1,,,,ประชาธิปัตย์,บุรีรัมย์,7,,False,False,False
686,สุพิศ คิดรอบ,2,,,,ก้าวไกล,บุรีรัมย์,7,/yourcandidates/candidates/ก้าวไกล/สุพิศ-คิดรอบ.webp,False,False,False
687,บำเหน็จ ทิพย์อักษร,3,,,,พลังประชารัฐ,บุรีรัมย์,7,,False,False,False
688,พรชัย ศรีสุริยันโยธิน,4,,,,ภูมิใจไทย,บุรีรัมย์,7,/yourcandidates/candidates/ภูมิใจไทย/พรชัย_ศรีสุริยันโยธิน.webp,False,False,False
689,คำก่าย กองพร,5,,,,รวมไทยสร้างชาติ,บุรีรัมย์,7,,False,False,False
690,พีรวัส พันธุ์สัมฤทธิ์,6,,,,ไทยสร้างไทย,บุรีรัมย์,7,,False,False,False
691,ตี๋ แก้วสีจันทร์,7,,,,แนวทางใหม่,บุรีรัมย์,7,,False,False,False
692,ธีรยุทธ อินทรกำแหง,8,,,,เพื่อชาติ,บุรีรัมย์,7,,False,False,False
693,สุริยา โคตรภูธร,9,,,,แผ่นดินธรรม,บุรีรัมย์,7,,False,False,False
694,พรรณธนู วรรณกางซ้าย,10,,ปริญญาโท,,เพื่อไทย,บุรีรัมย์,7,/yourcandidates/candidates/เพื่อไทย/พรรณธนู-วรรณกางซ้าย.webp,False,False,False
695,พิชิตชัย นิสสัยหาญ,11,,,,เสรีรวมไทย,บุรีรัมย์,7,,False,False,False
696,สกล เหล่าบุรี,12,,,,ไทยภักดี,บุรีรัมย์,7,,False,False,False
697,ปรีชา ทองคำ,13,,,,คลองไทย,บุรีรัมย์,7,,False,False,False
698,สนอง คำเพราะ,1,,,,เสรีรวมไทย,เพชรบูรณ์,2,,False,False,False
699,ณัฐพล ขวัญแจ่ม,2,,,,รวมไทยสร้างชาติ,เพชรบูรณ์,2,,False,False,False
700,ยุทธชัย คำตัด,3,,,,ก้าวไกล,เพชรบูรณ์,2,/yourcandidates/candidates/ก้าวไกล/ยุทธชัย-คำตัด.webp,False,False,False
701,จักรัตน์ พั้วช่วย,4,1974-12-29,ปริญญาโท,สมาชิกสภาผู้แทนราษฎร,พลังประชารัฐ,เพชรบูรณ์,2,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/จักรัตน์-พั้วช่วย.jpg,True,True,False
702,สัญญาลักษณ์ ยาทองไทย,5,,,,ไทยสร้างไทย,เพชรบูรณ์,2,,False,False,False
703,อติโรจ บุญใย,6,,,,ภูมิใจไทย,เพชรบูรณ์,2,/yourcandidates/candidates/ภูมิใจไทย/อติโรจ_บุญใย.webp,False,False,False
704,ลัญจกร จันทวงศ์,7,,,,ประชาธิปัตย์,เพชรบูรณ์,2,,False,False,False
705,ชัยณรงค์ สืบสุรีย์กุล,8,,ปริญญาตรี,,เพื่อไทย,เพชรบูรณ์,2,/yourcandidates/candidates/เพื่อไทย/ชัยณรงค์-สืบสุรีย์กุล.webp,False,False,False
706,วิรัตน์ ป้องคำ,9,,,,ไทยศรีวิไลย์,เพชรบูรณ์,2,,False,False,False
707,นรินทรา แร่นาค,10,,,,พลังปวงชนไทย,เพชรบูรณ์,2,,False,False,False
708,ณัฐวุฒิ พริกแดง,11,,,,คลองไทย,เพชรบูรณ์,2,,False,False,False
709,อรอนงค์ กาญจนชูศักดิ์,1,,,,ประชาธิปัตย์,กรุงเทพมหานคร,2,,False,False,False
710,ณัฐกานต์ สุวรรณะโสภณ,2,,,,ชาติไทยพัฒนา,กรุงเทพมหานคร,2,,False,False,False
711,วรนนท์ อัศวกิตติเมธิน,3,,,,ชาติพัฒนากล้า,กรุงเทพมหานคร,2,,False,False,False
712,พงษ์วัฒน์ ตันนุกูล,4,,,,เสรีรวมไทย,กรุงเทพมหานคร,2,,False,False,False
713,ลีลาวดี วัชโรบล,5,,ปริญญาเอก,,เพื่อไทย,กรุงเทพมหานคร,2,/yourcandidates/candidates/เพื่อไทย/ลีลาวดี-วัชโรบล.webp,False,False,False
714,ภัทรพล หมดมลทิน,6,,,,ไทยภักดี,กรุงเทพมหานคร,2,,False,False,False
715,อังสณา เนียมวณิชกุล,7,,,,เส้นด้าย,กรุงเทพมหานคร,2,,False,False,False
716,ธวัชชัย ปิยนนทยา,8,,,,ไทยสร้างไทย,กรุงเทพมหานคร,2,,False,False,False
717,เกศปรียา แก้วแสนเมือง,9,,,,เพื่อชาติ,กรุงเทพมหานคร,2,,False,False,False
718,ศิรินันท์ ศิริพานิช,10,,,,รวมไทยสร้างชาติ,กรุงเทพมหานคร,2,,False,False,False
719,พณิชย์ วิทยาภัทร์,11,,,,พลังประชารัฐ,กรุงเทพมหานคร,2,,False,False,False
720,พัชรินทร์ ซำศิริพงษ์,12,1987-11-21,ปริญญาเอก,นักวิชาการ ด้านอาชญาวิทยาและการบริหารงานยุติธรรม,ภูมิใจไทย,กรุงเทพมหานคร,2,/yourcandidates/candidates/ภูมิใจไทย/พัชรินทร์_ซำศิริพงษ์.webp,True,True,False
721,ธิษะณา ชุณหะวัณ,13,,,,ก้าวไกล,กรุงเทพมหานคร,2,/yourcandidates/candidates/ก้าวไกล/ธิษะณา-ชุณหะวัณ.webp,False,False,False
722,สัญญา พุทธเจริญลาภ,14,,,,เพื่อชาติไทย,กรุงเทพมหานคร,2,,False,False,False
723,ธเนศพล ศุกลกานต์,15,,,,คลองไทย,กรุงเทพมหานคร,2,,False,False,False
724,ภูริดา กาละมิตร์,1,,,,ไทยสร้างไทย,สงขลา,6,,False,False,False
725,สุภาพร กำเนิดผล,2,1982-01-17,ปริญญาตรี,นักการเมืองท้องถิ่น,ประชาธิปัตย์,สงขลา,6,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/สุภาพร-กำเนิดผล.jpg,True,True,False
726,ธิวัชร์ ดำแก้ว,3,,,,ก้าวไกล,สงขลา,6,/yourcandidates/candidates/ก้าวไกล/ธิวัชร์-ดำแก้ว.webp,False,False,False
727,อนงค์นาถ วุฒิวงศาโรจน์,4,,,,พลังสังคมใหม่,สงขลา,6,,False,False,False
728,อนุกูล พฤกษานุศักดิ์,5,,,,พลังประชารัฐ,สงขลา,6,,False,False,False
729,ภูวดล วงษ์โสภณากุล,6,,,,รวมไทยสร้างชาติ,สงขลา,6,,False,False,False
730,ไพทูรย์ จุลรัตน์,7,,,,เสรีรวมไทย,สงขลา,6,,False,False,False
731,ธนพล ศรีเนตร,8,,ปริญญาตรี,,เพื่อไทย,สงขลา,6,/yourcandidates/candidates/เพื่อไทย/ธนพล-ศรีเนตร.webp,False,False,False
732,เบญจมาศ พุทธกูล,9,,,,คลองไทย,สงขลา,6,,False,False,False
733,ไหวย๊ะ หมานอินทร์,10,,,,พลังปวงชนไทย,สงขลา,6,,False,False,False
734,ประสิทธิ์ ทองไสย,11,,,,ไทยสมาร์ท,สงขลา,6,,False,False,False
735,สมศักดิ์ พิบูลย์,1,,,,เสรีรวมไทย,เชียงใหม่,8,,False,False,False
736,ประเสริฐ วรกานต์ศักดิ์,2,,,,พลังสังคมใหม่,เชียงใหม่,8,,False,False,False
737,สมนึก นาห้วยทราย,3,,,,ภูมิใจไทย,เชียงใหม่,8,/yourcandidates/candidates/ภูมิใจไทย/สมนึก_นาห้วยทราย.webp,False,False,False
738,ปรีชาพล รัตนมณี,4,,,,รวมไทยสร้างชาติ,เชียงใหม่,8,,False,False,False
739,สุริยนต์ ปันทะนะ,5,,,,รวมแผ่นดิน,เชียงใหม่,8,,False,False,False
740,พชรพร สุใจคำ,6,,,,ประชาธิปัตย์,เชียงใหม่,8,,False,False,False
741,ภัทรพงษ์ ลีลาภัทร์,7,,,,ก้าวไกล,เชียงใหม่,8,/yourcandidates/candidates/ก้าวไกล/ภัทรพงษ์ -ลีลาภัทร์.webp,False,False,False
742,ปรเมธากร สวนแก้ว,8,,,,ไทยสร้างไทย,เชียงใหม่,8,,False,False,False
743,กุสุมา บัวพันธ์,9,,,,พลังประชารัฐ,เชียงใหม่,8,,False,False,False
744,ณัฏฐ์พัฒน์ รัฐผไท,10,,ปริญญาโท,,เพื่อไทย,เชียงใหม่,8,/yourcandidates/candidates/เพื่อไทย/ณัฏฐ์พัฒน์-รัฐผไท.webp,False,False,False
745,จงรักษ์ รัตนสะอาด,11,,,,เพื่อชาติไทย,เชียงใหม่,8,,False,False,False
746,ทักษิณ กันทา,12,,,,คลองไทย,เชียงใหม่,8,,False,False,False
747,ชวลิต ศรีทอง,13,,,,ไทยศรีวิไลย์,เชียงใหม่,8,,False,False,False
748,เจษฎาพร ไตรจักร์,14,,,,แนวทางใหม่,เชียงใหม่,8,,False,False,False
749,วัชรกรณ์ กันธิ,15,,,,ประชาไทย,เชียงใหม่,8,,False,False,False
750,พงศ์ภัทร์ เตียวไพรัช,16,,,,ประชากรไทย,เชียงใหม่,8,,False,False,False
751,สุเรนทร์ ลิ้มสุวรรณ,1,,,,ไทยสร้างไทย,สุราษฎร์ธานี,7,,False,False,False
752,ธานินท์ นวลวัฒน์,2,,,,รวมไทยสร้างชาติ,สุราษฎร์ธานี,7,,False,False,False
753,สมโชค พูลสุข,3,,,,ภูมิใจไทย,สุราษฎร์ธานี,7,/yourcandidates/candidates/ภูมิใจไทย/สมโชค_พูลสุข.webp,False,False,False
754,วรพจน์ วิชัยดิษฐ์,4,,,,ไทยภักดี,สุราษฎร์ธานี,7,,False,False,False
755,มนตรี เพชรขุ้ม,5,,,,ประชาชาติ,สุราษฎร์ธานี,7,,False,False,False
756,ศุรุท เกษมณีภูรเดช,6,,ปริญญาโท,,เพื่อไทย,สุราษฎร์ธานี,7,/yourcandidates/candidates/เพื่อไทย/ศุรุท-เกษมณีภูรเดช.webp,False,False,False
757,มนู วณิชชานนท์,7,,,,พลังประชารัฐ,สุราษฎร์ธานี,7,,False,False,False
758,ชาติพงศ์ กุลรัตน์,8,,,,ก้าวไกล,สุราษฎร์ธานี,7,/yourcandidates/candidates/ก้าวไกล/ชาติพงศ์ -กุลรัตน์.webp,False,False,False
759,ตวงทอง ประดิษฐพร,9,,,,ประชาธิปัตย์,สุราษฎร์ธานี,7,,False,False,False
760,สมชาย ไชยยศ,10,,,,เสรีรวมไทย,สุราษฎร์ธานี,7,,False,False,False
761,จิดาภา มือเพ็ชร,11,,,,คลองไทย,สุราษฎร์ธานี,7,,False,False,False
762,สุนิสา นาคประดิษฐ์,12,,,,ทางเลือกใหม่,สุราษฎร์ธานี,7,,False,False,False
763,ศันสนะ สุริยะโยธิน,1,,,,พลังประชารัฐ,กรุงเทพมหานคร,24,,False,False,False
764,รัชตะ สมบัติลาภตระกูล,2,,,,ชาติพัฒนากล้า,กรุงเทพมหานคร,24,,False,False,False
765,เจณิสตา เตชะโสภณมณี,3,,,,ภูมิใจไทย,กรุงเทพมหานคร,24,/yourcandidates/candidates/ภูมิใจไทย/เจณิสตา_เตชะโสภณมณี.webp,False,False,False
766,กัณฐณัฏฐ์ สุวรรณประภา,4,,,,ชาติไทยพัฒนา,กรุงเทพมหานคร,24,,False,False,False
767,สุภชัย อื้อตระกูลชัย,5,,,,อนาคตไทย,กรุงเทพมหานคร,24,,False,False,False
768,มนต์สัณฑ์ อรรถปรีชาพล,6,,,,เพื่อชาติไทย,กรุงเทพมหานคร,24,,False,False,False
769,ศิลัมพา เลิศนุวัฒน์,7,1975-04-03,ปริญญาโท,สมาชิกสภาผู้แทนราษฎร,รวมไทยสร้างชาติ,กรุงเทพมหานคร,24,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/ศิลัมพา-เลิศนุวัฒน์.jpg,True,True,False
770,ศิลปวิชญ์ น้อยสมมิตร,8,,ปริญญาเอก,,เพื่อไทย,กรุงเทพมหานคร,24,/yourcandidates/candidates/เพื่อไทย/ศิลปวิชญ์-น้อยสมมิตร.webp,False,False,False
771,เท่าพิภพ ลิ้มจิตรกร,9,1989-02-20,ปริญญาตรี,นักธุรกิจ,ก้าวไกล,กรุงเทพมหานคร,24,/yourcandidates/candidates/ก้าวไกล/เท่าพิภพ-ลิ้มจิตรกร.webp,True,False,True
772,ศักดินนท์ บุญพนาศรี,10,,,,เพื่อชาติ,กรุงเทพมหานคร,24,,False,False,False
773,ศิริภา อินทวิเชียร,11,,,,ประชาธิปัตย์,กรุงเทพมหานคร,24,,False,False,False
774,ภัชริ นิจสิริภัช,12,,,,ไทยสร้างไทย,กรุงเทพมหานคร,24,,False,False,False
775,ธิติพัทธ์ นรวิทย์โชติกุล,13,,,,เสรีรวมไทย,กรุงเทพมหานคร,24,,False,False,False
776,ไชยยุทธ ศรีเปารยะ,14,,,,ไทยภักดี,กรุงเทพมหานคร,24,,False,False,False
777,มานพ ศรีผึ้ง,1,1959-07-07,ปริญญาตรี,นายกองค์การบริหารส่วนจังหวัดนครสวรรค์,ภูมิใจไทย,นครสวรรค์,4,/yourcandidates/candidates/ภูมิใจไทย/มานพ_ศรีผึ้ง.webp,True,True,False
778,จิตรา หมีทอง,2,,,,พลังประชารัฐ,นครสวรรค์,4,,False,False,False
779,นริศร์ชา ชัยสุกัญญาสันต์,3,,,,ก้าวไกล,นครสวรรค์,4,/yourcandidates/candidates/ก้าวไกล/นริศร์ชา-ชัยสุกัญญาสันต์.webp,False,False,False
780,นุกูล แสงศิริ,4,,ปริญญาโท,,เพื่อไทย,นครสวรรค์,4,/yourcandidates/candidates/เพื่อไทย/นุกูล-แสงศิริ.webp,False,False,False
781,มนัส ก้อนทอง,5,,,,ไทยสร้างไทย,นครสวรรค์,4,,False,False,False
782,วินัย ศรีปิยะรัต,6,,,,รวมไทยสร้างชาติ,นครสวรรค์,4,,False,False,False
783,ไพรัช ฤทธิ์บำรุง,7,,,,ประชาธิปัตย์,นครสวรรค์,4,,False,False,False
784,เสนอศักดิ์ พุ่มอารี,8,,,,ไทยเป็นหนึ่ง,นครสวรรค์,4,,False,False,False
785,เพ็ญแข คงเพชรศักดิ์,9,,,,เสรีรวมไทย,นครสวรรค์,4,,False,False,False
786,สพลเชษฐ์ ก้อนจันทร์เทศ,10,,,,คลองไทย,นครสวรรค์,4,,False,False,False
787,นันทพงษ์ ทิมฉิมพลี,1,,,,รวมแผ่นดิน,สกลนคร,6,,False,False,False
788,เชิดชัย สิงห์มหันต์,2,,,,พลังประชารัฐ,สกลนคร,6,,False,False,False
789,รุ่งเรืองชัย โสภา,3,,,,ภูมิใจไทย,สกลนคร,6,/yourcandidates/candidates/ภูมิใจไทย/รุ่งเรืองชัย_โสภา.webp,False,False,False
790,ปิยะศักดิ์ เดชทองทิพย์,4,,,,ก้าวไกล,สกลนคร,6,/yourcandidates/candidates/ก้าวไกล/ปิยะศักดิ์-เดชทองทิพย์.webp,False,False,False
791,ย้อย สีระโคตร,5,,,,เสรีรวมไทย,สกลนคร,6,,False,False,False
792,สกุณา สาระนันท์,6,1968-10-03,ปริญญาโท,นักธุรกิจ,เพื่อไทย,สกลนคร,6,/yourcandidates/candidates/เพื่อไทย/สกุณา-สาระนันท์.webp,True,False,True
793,สิทธิรัตน์ รัตนวิจารณ์,7,,,,ไทยสร้างไทย,สกลนคร,6,,False,False,False
794,วีรศักดิ์ พรหมภักดี,8,,,,ประชาธิปัตย์,สกลนคร,6,,False,False,False
795,จำเริญ สัพโส,9,,,,พลังสังคมใหม่,สกลนคร,6,,False,False,False
796,วัชรินทร์ ศรีถาพร,10,,,,รวมไทยสร้างชาติ,สกลนคร,6,,False,False,False
797,สุรศักดิ์ โคตรพัฒน์,11,,,,ไทยรวมไทย,สกลนคร,6,,False,False,False
798,ธนัฐ จันทร์มาลา,12,,,,ไทยภักดี,สกลนคร,6,,False,False,False
799,สุวิทย์ มุ่งเป้า,13,,,,คลองไทย,สกลนคร,6,,False,False,False
800,เนติกร คำชัย,14,,,,ทางเลือกใหม่,สกลนคร,6,,False,False,False
801,ทนงชัย ไฝทาคำ,15,,,,ช่วยชาติ,สกลนคร,6,,False,False,False
802,ปรีชาพล ยะราช,1,,,,คลองไทย,น่าน,1,,False,False,False
803,สักก์สีห์ พลสันติกุล,2,,,,พลังประชารัฐ,น่าน,1,,False,False,False
804,ปัทฏิญญา ปัญญาวิเศษกาล,3,,,,เสรีรวมไทย,น่าน,1,,False,False,False
805,เศรษฐพงษ์ ธีรภาพวิเศษพงษ์,4,,,,ไทยสร้างไทย,น่าน,1,,False,False,False
806,อดิศักดิ์ ภิมาลย์,5,,,,รวมไทยสร้างชาติ,น่าน,1,,False,False,False
807,ทรงยศ รามสูต,6,,ปริญญาตรี,,เพื่อไทย,น่าน,1,/yourcandidates/candidates/เพื่อไทย/ทรงยศ-รามสูต.webp,False,False,False
808,ภานุวุธ บูรณพรหม,7,,,,ภูมิใจไทย,น่าน,1,/yourcandidates/candidates/ภูมิใจไทย/ภานุวุธ_บูรณพรหม.webp,False,False,False
809,เชาว์วิชญ์ อินน้อย,8,,,,ก้าวไกล,น่าน,1,/yourcandidates/candidates/ก้าวไกล/เชาว์วิชญ์-อินน้อย.webp,False,False,False
810,บุญยงค์ สดสอาด,9,,,,ประชาธิปัตย์,น่าน,1,,False,False,False
811,เสมียน ธรรมลังกา,10,,,,ไทยศรีวิไลย์,น่าน,1,,False,False,False
812,สมศรี แสงใสรัตน์,1,,,,เสรีรวมไทย,ร้อยเอ็ด,1,,False,False,False
813,พงศกรณ์ ตั้งกิตติ์ตระกูล,2,,,,พลังประชารัฐ,ร้อยเอ็ด,1,,False,False,False
814,สถาพร ว่องสัธนพงษ์,3,,,,เพื่อไทย,ร้อยเอ็ด,1,/yourcandidates/candidates/เพื่อไทย/สถาพร-ว่องสัธนพงษ์.webp,False,False,False
815,นภาพร พวงช้อย,4,,,,ประชาธิปัตย์,ร้อยเอ็ด,1,,False,False,False
816,ดนิตา มาบุญธรรม,5,,,,ชาติพัฒนากล้า,ร้อยเอ็ด,1,,False,False,False
817,ณรงค์ ประดับสุข,6,,,,ภูมิใจไทย,ร้อยเอ็ด,1,/yourcandidates/candidates/ภูมิใจไทย/ณรงค์_ประดับสุข.webp,False,False,False
818,ธนกฤต ชาติอนุลักษณ์,7,,,,รวมไทยสร้างชาติ,ร้อยเอ็ด,1,,False,False,False
819,อัมพร พัสดร,8,,,,ไทยสร้างไทย,ร้อยเอ็ด,1,,False,False,False
820,อนุรักษ์ จุรีมาศ,9,1960-08-04,ปริญญาตรี,รัฐมนตรีว่าการกระทรวงการพัฒนาสังคมและความมั่นคงของมนุษย์,ชาติไทยพัฒนา,ร้อยเอ็ด,1,https://sheets.wevis.info/download/noco/They-Work-For-Us/People/Images/อนุรักษ์-จุรีมาศ.jpg,True,True,False
