Number,Title,Name,PartyName,MpType,IsMp,IsActive,IsPmCandidate,MpProvince,MpZone,MpList
,นาย,บัดรี ดะมอ,ประชาธิปไตยใหม่,บัญชีรายชื่อ,1.0,True,False,,,
,นาย,กัณวีร์ สืบแสง,เป็นธรรม,บัญชีรายชื่อ,1.0,True,False,,,
,นาย,พิศุทธิ์ จำเริญรวย,เป็นธรรม,บัญชีรายชื่อ,1.0,True,False,,,
,นางสาว,ซูรัยยา วาหะ,เป็นธรรม,บัญชีรายชื่อ,1.0,True,False,,,
,นาย,บุญธร อุปนันท์,เป็นธรรม,บัญชีรายชื่อ,1.0,True,False,,,
,นาง,เข็มมา สีทิ,เป็นธรรม,บัญชีรายชื่อ,1.0,True,False,,,
4,พันตำรวจเอก,อธิศ ภักดีนามฉวี,กรีน,แบ่งเขต,1.0,True,False,ตรัง,3,
,นาย,สารีฟฟูดดีน สาเมาะ,เป็นธรรม,บัญชีรายชื่อ,1.0,True,False,,,
,นาย,ซะฮมี สะเเต,เป็นธรรม,บัญชีรายชื่อ,1.0,True,False,,,
,นาย,พงศ์ธาริน บุตรทอง,เป็นธรรม,บัญชีรายชื่อ,1.0,True,False,,,
,นาย,บัญชา เดชเจริญศิริกุล,ท้องที่ไทย,บัญชีรายชื่อ,1.0,True,True,,,
,นาย,ศรัณยพงษ์ วงษ์นาคพงษ์,ท้องที่ไทย,บัญชีรายชื่อ,1.0,True,False,,,
,นาย,พัฒนา รัตนพันธ์,ท้องที่ไทย,บัญชีรายชื่อ,1.0,True,False,,,
,นาย,อรรถษิธ ชื่นสงวน,ท้องที่ไทย,บัญชีรายชื่อ,1.0,True,False,,,
,นาย,กิตติ สาทองขาว,ท้องที่ไทย,บัญชีรายชื่อ,1.0,True,False,,,
,นาย,ทนงศักดิ์ ศิริรัตน์,ท้องที่ไทย,บัญชีรายชื่อ,1.0,True,False,,,
,นาย,บุญเพ็ง ศรีนวล,ท้องที่ไทย,บัญชีรายชื่อ,1.0,True,False,,,
,ร้อยตำรวจเอก,สมพร นนท์จันทร์,ท้องที่ไทย,บัญชีรายชื่อ,1.0,True,False,,,
,นาย,พลังบุญ ศรีนุต,ท้องที่ไทย,บัญชีรายชื่อ,1.0,True,False,,,
,นาย,สมพงค์ อันพาพรม,ท้องที่ไทย,บัญชีรายชื่อ,1.0,True,False,,,
,นาย,อานุภาพ ธีรณิศรานนท์,ท้องที่ไทย,บัญชีรายชื่อ,1.0,True,False,,,
,นาย,เมธี ฉัตรทอง,ท้องที่ไทย,บัญชีรายชื่อ,1.0,True,False,,,
,นาย,วีระศักดิ์ จำปาพันธ์,ท้องที่ไทย,บัญชีรายชื่อ,1.0,True,False,,,
,นาย,ชำนาญ ศรีสงค์,ท้องที่ไทย,บัญชีรายชื่อ,1.0,True,False,,,
,นาย,เชาวฤทธิ์ ขจรพงศ์กีรติ,พลังสังคมใหม่,บัญชีรายชื่อ,1.0,True,True,,,
,นาย,อนุรักษ์ ขันทะสีมา,พลังสังคมใหม่,บัญชีรายชื่อ,1.0,True,False,,,
,นาย,สุวรรณ แก้วทอง,พลังสังคมใหม่,บัญชีรายชื่อ,1.0,True,False,,,
,นาย,อังกรู ไผ่แก้ว,พลังสังคมใหม่,บัญชีรายชื่อ,1.0,True,False,,,
,นาย,นรสิงห์ โคตะนนท์,พลังสังคมใหม่,บัญชีรายชื่อ,1.0,True,False,,,
,นาย,เลิศมงคล คงเจริญ,พลังสังคมใหม่,บัญชีรายชื่อ,1.0,True,False,,,
,นาย,วรพัทธ์ คงสะอาด,พลังสังคมใหม่,บัญชีรายชื่อ,1.0,True,False,,,
,นาย,พรชัย วิมลศุภวงศ์,พลังสังคมใหม่,บัญชีรายชื่อ,1.0,True,False,,,
,นาง,พัชรินทร์ พิมพา,พลังสังคมใหม่,บัญชีรายชื่อ,1.0,True,False,,,
,นาย,สมเกียรติ แก้วสิมมา,พลังสังคมใหม่,บัญชีรายชื่อ,1.0,True,False,,,
,นาย,ศราวุฒิ ปรีดากัญญารัตน์,พลังสังคมใหม่,บัญชีรายชื่อ,1.0,True,False,,,
,นางสาว,แสงอัมพา หริมูลวงศ์,พลังสังคมใหม่,บัญชีรายชื่อ,1.0,True,False,,,
,นาย,ศิริศักดิ์ นาชัยเงิน,พลังสังคมใหม่,บัญชีรายชื่อ,1.0,True,False,,,
,ว่าที่ร้อยตรี,สัญญา ฉายาวิก,กรีน,บัญชีรายชื่อ,1.0,True,False,,,
,นางสาว,พรตชนก ชื่นชอบ,พลังสังคมใหม่,บัญชีรายชื่อ,1.0,True,False,,,
,นาย,มุกดิ์หาญ สโมสร,พลังสังคมใหม่,บัญชีรายชื่อ,1.0,True,False,,,
,นาย,นวพัฒน์ มโนหวัน,พลังสังคมใหม่,บัญชีรายชื่อ,1.0,True,False,,,
,นาย,ภราดร ดลภราดร,พลังสังคมใหม่,บัญชีรายชื่อ,1.0,True,False,,,
,นาย,นพมาศ พานมาตย์,พลังสังคมใหม่,บัญชีรายชื่อ,1.0,True,False,,,
1,ว่าที่ร้อยตรีหญิง,อรพรรณ จันตาเรือง,ก้าวไกล,แบ่งเขต,1.0,True,False,เชียงใหม่,6,
,นาย,สุรชา รณคนา,พลังสังคมใหม่,บัญชีรายชื่อ,1.0,True,False,,,
,นาย,อดิศักดิ์ ไชยรัตน์,พลังสังคมใหม่,บัญชีรายชื่อ,1.0,True,False,,,
,นาย,เรณู ผิวขาว,พลังสังคมใหม่,บัญชีรายชื่อ,1.0,True,False,,,
,นาย,ปุนภพ คงเจริญเขต,พลังสังคมใหม่,บัญชีรายชื่อ,1.0,True,False,,,
,นาย,บุญธรรม วายุบัตร,พลังสังคมใหม่,บัญชีรายชื่อ,1.0,True,False,,,
,นาย,ณะไพโรจน์ พัวจันทร์ดี,พลังสังคมใหม่,บัญชีรายชื่อ,1.0,True,False,,,
,นาย,มาริษ คุณากร,พลังสังคมใหม่,บัญชีรายชื่อ,1.0,True,False,,,
,นาย,ปรีดา บุญเพลิง,ครูไทยเพื่อประชาชน,บัญชีรายชื่อ,1.0,True,False,,,
,นาย,ไพโรจน์ กระจ่างพันธ์,ครูไทยเพื่อประชาชน,บัญชีรายชื่อ,1.0,True,False,,,
,นาย,สิริชัย วงศ์พัฒนกิจ,ครูไทยเพื่อประชาชน,บัญชีรายชื่อ,1.0,True,False,,,
8,จ่าเอก,ธีรสุต มีอินทร์,ก้าวไกล,แบ่งเขต,1.0,True,False,ชุมพร,1,
,นาย,จีระพงษ์ ถนอมดำรงศักดิ์,ครูไทยเพื่อประชาชน,บัญชีรายชื่อ,1.0,True,False,,,
,นาย,คมกริช พุดดี,ครูไทยเพื่อประชาชน,บัญชีรายชื่อ,1.0,True,False,,,
,นาย,ตรีเพชร ศรีกระภา,ครูไทยเพื่อประชาชน,บัญชีรายชื่อ,1.0,True,False,,,
,นาย,กัมปนาท มูลโต,ครูไทยเพื่อประชาชน,บัญชีรายชื่อ,1.0,True,False,,,
,นาย,สินสมุทร สมัยพิทักษ์,ครูไทยเพื่อประชาชน,บัญชีรายชื่อ,1.0,True,False,,,
,นาย,ปรัชญา มั่นทน,ครูไทยเพื่อประชาชน,บัญชีรายชื่อ,1.0,True,False,,,
,นาย,พิศณุ ภูชงค์,ครูไทยเพื่อประชาชน,บัญชีรายชื่อ,1.0,True,False,,,
,นาย,วิชาญ ช่างวาด,ครูไทยเพื่อประชาชน,บัญชีรายชื่อ,1.0,True,False,,,
,นาย,มาคอรี บูละ,ครูไทยเพื่อประชาชน,บัญชีรายชื่อ,1.0,True,False,,,
,นาย,อนุชา ทองสงค์,ครูไทยเพื่อประชาชน,บัญชีรายชื่อ,1.0,True,False,,,
,นาย,ศิลป์ชัย อาจภักดี,ครูไทยเพื่อประชาชน,บัญชีรายชื่อ,1.0,True,False,,,
,สิบตรี,สมยศ นุริตานนท์,ครูไทยเพื่อประชาชน,บัญชีรายชื่อ,1.0,True,False,,,
,นางสาว,เพ็ญศรี สุขกาล,ครูไทยเพื่อประชาชน,บัญชีรายชื่อ,1.0,True,False,,,
,นาง,สร้อยสุดา นาคอนุเคราะห์,ครูไทยเพื่อประชาชน,บัญชีรายชื่อ,1.0,True,False,,,
,นาย,ไกรพจน์ บุญประเสริฐ,ครูไทยเพื่อประชาชน,บัญชีรายชื่อ,1.0,True,False,,,
,นาย,ยศวิน ทศโยธิน,ครูไทยเพื่อประชาชน,บัญชีรายชื่อ,1.0,True,False,,,
,นาย,กิจการ ศรีพระพร,ครูไทยเพื่อประชาชน,บัญชีรายชื่อ,1.0,True,False,,,
,นาย,กำจร วงศ์จันทรวิรัช,ครูไทยเพื่อประชาชน,บัญชีรายชื่อ,1.0,True,False,,,
,นาย,สุบิน เมืองโครต,ครูไทยเพื่อประชาชน,บัญชีรายชื่อ,1.0,True,False,,,
,นาย,ประเวช คำสวัสดิ์,ครูไทยเพื่อประชาชน,บัญชีรายชื่อ,1.0,True,False,,,
,นาย,วินัย นาคนิรันดร์,ครูไทยเพื่อประชาชน,บัญชีรายชื่อ,1.0,True,False,,,
,นาย,สุริยา เรียนสร้อย,ครูไทยเพื่อประชาชน,บัญชีรายชื่อ,1.0,True,False,,,
,นาย,เสถียร แตะยา,ครูไทยเพื่อประชาชน,บัญชีรายชื่อ,1.0,True,False,,,
,นาย,เกียรติภัช เกิดรี,ครูไทยเพื่อประชาชน,บัญชีรายชื่อ,1.0,True,False,,,
,นาย,มานพ อ่วมสถิตย์,ครูไทยเพื่อประชาชน,บัญชีรายชื่อ,1.0,True,False,,,
,นาย,สุธี ลีกระจ่าง,ครูไทยเพื่อประชาชน,บัญชีรายชื่อ,1.0,True,False,,,
,นางสาว,ปรางชิด ไชนาท,ครูไทยเพื่อประชาชน,บัญชีรายชื่อ,1.0,True,False,,,
,นาย,สุนาย ศาลารมย์,ครูไทยเพื่อประชาชน,บัญชีรายชื่อ,1.0,True,False,,,
,นาย,วิสิษฐ์พล ฟักเกตุ,ครูไทยเพื่อประชาชน,บัญชีรายชื่อ,1.0,True,False,,,
,นาง,พัน แสนคำ,ครูไทยเพื่อประชาชน,บัญชีรายชื่อ,1.0,True,False,,,
,นาย,ณัฐดนัย สามภักดี,ครูไทยเพื่อประชาชน,บัญชีรายชื่อ,1.0,True,False,,,
,นาย,เวโรจน์ ฤทธิรงค์,ครูไทยเพื่อประชาชน,บัญชีรายชื่อ,1.0,True,False,,,
,นาย,เพชร คงวิชาการ,ครูไทยเพื่อประชาชน,บัญชีรายชื่อ,1.0,True,False,,,
,นาย,เสริญ สุขเกษม,ครูไทยเพื่อประชาชน,บัญชีรายชื่อ,1.0,True,False,,,
,นาย,สะมาแอ กูโน,ครูไทยเพื่อประชาชน,บัญชีรายชื่อ,1.0,True,False,,,
,นาย,สมพงษ์ สุรเดช,ครูไทยเพื่อประชาชน,บัญชีรายชื่อ,1.0,True,False,,,
,นาย,เดชาธร สุขวัฒน์,ครูไทยเพื่อประชาชน,บัญชีรายชื่อ,1.0,True,False,,,
,นาย,อนันต์ เกตุสุภะ,ครูไทยเพื่อประชาชน,บัญชีรายชื่อ,1.0,True,False,,,
,นาย,สุวรรณ ธนะวงศ์,ครูไทยเพื่อประชาชน,บัญชีรายชื่อ,1.0,True,False,,,
,นาย,ชาญวิช ฤทธิรงค์,ครูไทยเพื่อประชาชน,บัญชีรายชื่อ,1.0,True,False,,,
,นาย,คมสันต์ ดลรัศมี,ครูไทยเพื่อประชาชน,บัญชีรายชื่อ,1.0,True,False,,,
,นางสาว,สุนิสา โสรถาวร,ครูไทยเพื่อประชาชน,บัญชีรายชื่อ,1.0,True,False,,,
,นาย,เสรีชน ศรีบุตร,ครูไทยเพื่อประชาชน,บัญชีรายชื่อ,1.0,True,False,,,
,นาย,ถนอมทรัพย์ สุขศรี,ครูไทยเพื่อประชาชน,บัญชีรายชื่อ,1.0,True,False,,,
,นาย,คำตัน สนทอง,ครูไทยเพื่อประชาชน,บัญชีรายชื่อ,1.0,True,False,,,
,นางสาว,ศศนนท ดิลกสุนทร,ครูไทยเพื่อประชาชน,บัญชีรายชื่อ,1.0,True,False,,,
,นาย,จำรัส ไกยสิทธิ์,ครูไทยเพื่อประชาชน,บัญชีรายชื่อ,1.0,True,False,,,
,นาย,ดำเนิน โพธิ์แจ้ง,ครูไทยเพื่อประชาชน,บัญชีรายชื่อ,1.0,True,False,,,
,นาย,ภาสกร อ่อนภักดี,ครูไทยเพื่อประชาชน,บัญชีรายชื่อ,1.0,True,False,,,
,นาย,สิทธิพร ดีบุญมี ณ ชุมแพ,ครูไทยเพื่อประชาชน,บัญชีรายชื่อ,1.0,True,False,,,
,นาง,กนกนภา เลี้ยงประยูร,ครูไทยเพื่อประชาชน,บัญชีรายชื่อ,1.0,True,False,,,
,นาย,เฉลิมศักดิ์ กลิ่นบัว,ครูไทยเพื่อประชาชน,บัญชีรายชื่อ,1.0,True,False,,,
,นาย,อับดุลวาฮับ เจ๊ะแล,ครูไทยเพื่อประชาชน,บัญชีรายชื่อ,1.0,True,False,,,
,นาย,อดุลย์ ดอรอเงาะ,ครูไทยเพื่อประชาชน,บัญชีรายชื่อ,1.0,True,False,,,
,นาย,อนุทิน ชาญวีรกูล,ภูมิใจไทย,บัญชีรายชื่อ,1.0,True,True,,,
,นาย,ศักดิ์สยาม ชิดชอบ,ภูมิใจไทย,บัญชีรายชื่อ,1.0,True,False,,,
,นาย,ทรงศักดิ์ ทองศรี,ภูมิใจไทย,บัญชีรายชื่อ,1.0,True,False,,,
,นาย,ชลัฐ รัชกิจประการ,ภูมิใจไทย,บัญชีรายชื่อ,1.0,True,False,,,
,นางสาว,ชนม์ทิดา อัศวเหม,ภูมิใจไทย,บัญชีรายชื่อ,1.0,True,False,,,
,นาย,นันทนา สงฆ์ประชา,ภูมิใจไทย,บัญชีรายชื่อ,1.0,True,False,,,
,นาย,พุทธิพงษ์ ปุณณกันต์,ภูมิใจไทย,บัญชีรายชื่อ,1.0,True,False,,,
,นาย,ศุภชัย ใจสมุทร,ภูมิใจไทย,บัญชีรายชื่อ,1.0,True,False,,,
,นางสาว,ไตรศุลี ไตรสรณกุล,ภูมิใจไทย,บัญชีรายชื่อ,1.0,True,False,,,
,นาง,ศุภมาส อิศรภักดี,ภูมิใจไทย,บัญชีรายชื่อ,1.0,True,False,,,
,นาย,สรอรรถ กลิ่นประทุม,ภูมิใจไทย,บัญชีรายชื่อ,1.0,True,False,,,
,นางสาว,เรวดี รัศมิทัต,ภูมิใจไทย,บัญชีรายชื่อ,1.0,True,False,,,
,นาย,นัจมุดดีน อูมา,ภูมิใจไทย,บัญชีรายชื่อ,1.0,True,False,,,
,นาย,กิตติชัย เอ่งฉ้วน,ภูมิใจไทย,บัญชีรายชื่อ,1.0,True,False,,,
,นาย,ปวรรณ วิลาวัลย์ ศรีจันทร์งาม,ภูมิใจไทย,บัญชีรายชื่อ,1.0,True,False,,,
,นาย,มารุต มัสยวาณิช,ภูมิใจไทย,บัญชีรายชื่อ,1.0,True,False,,,
,นาย,ภิญโญ นิโรจน์,ภูมิใจไทย,บัญชีรายชื่อ,1.0,True,False,,,
,นาย,ปารเมศ โพธารากุล,ภูมิใจไทย,บัญชีรายชื่อ,1.0,True,False,,,
,นาย,อารี ไกรนรา,ภูมิใจไทย,บัญชีรายชื่อ,1.0,True,False,,,
,นาย,สามารถ แก้วมีชัย,ภูมิใจไทย,บัญชีรายชื่อ,1.0,True,False,,,
,นางสาว,อนุสรี ทับสุวรรณ,ภูมิใจไทย,บัญชีรายชื่อ,1.0,True,False,,,
,นาย,เอกสิทธิ์ คุณานันทกุล,ภูมิใจไทย,บัญชีรายชื่อ,1.0,True,False,,,
,นาย,บุญดำรง ประเสริฐโสภา,ภูมิใจไทย,บัญชีรายชื่อ,1.0,True,False,,,
,นาย,จำรัส คำรอด,ภูมิใจไทย,บัญชีรายชื่อ,1.0,True,False,,,
,นาย,เพิ่มพูน ทองศรี,ภูมิใจไทย,บัญชีรายชื่อ,1.0,True,False,,,
,นาย,สวาป เผ่าประทาน,ภูมิใจไทย,บัญชีรายชื่อ,1.0,True,False,,,
,นาย,สุพล ฟองงาม,ภูมิใจไทย,บัญชีรายชื่อ,1.0,True,False,,,
,นาย,สุชาติ โชคชัยวัฒนากร,ภูมิใจไทย,บัญชีรายชื่อ,1.0,True,False,,,
,นาย,วิรัช พันธุมะผล,ภูมิใจไทย,บัญชีรายชื่อ,1.0,True,False,,,
,นาย,เกษมสันต์ มีทิพย์,ภูมิใจไทย,บัญชีรายชื่อ,1.0,True,False,,,
,นาย,เขมพล อุ้ยตยะกุล,ภูมิใจไทย,บัญชีรายชื่อ,1.0,True,False,,,
,นาย,กมล รอดคล้าย,ภูมิใจไทย,บัญชีรายชื่อ,1.0,True,False,,,
,นาย,ปราโมทย์ แสงอรุณ,ภูมิใจไทย,บัญชีรายชื่อ,1.0,True,False,,,
,นาย,องอาจ ปัญญาชาติรักษ์,ภูมิใจไทย,บัญชีรายชื่อ,1.0,True,False,,,
,นาย,ศิริศักดิ์ ร่วมพัฒนา,ภูมิใจไทย,บัญชีรายชื่อ,1.0,True,False,,,
,นาย,พิเชษฐ หาญจางสิทธิ์,ภูมิใจไทย,บัญชีรายชื่อ,1.0,True,False,,,
,นาย,ณรงค์ จงแจ่มฟ้า,ภูมิใจไทย,บัญชีรายชื่อ,1.0,True,False,,,
,นาย,ญะฟาร์ นววานิช,ภูมิใจไทย,บัญชีรายชื่อ,1.0,True,False,,,
,นางสาว,ปาตีเมาะ เปาะอิแตดาโอะ,ภูมิใจไทย,บัญชีรายชื่อ,1.0,True,False,,,
,นาย,พิกิฏ ศรีชนะ,ภูมิใจไทย,บัญชีรายชื่อ,1.0,True,False,,,
,นาย,มนตรี รักษ์ศรีทอง,ภูมิใจไทย,บัญชีรายชื่อ,1.0,True,False,,,
,นาง,อภิสมา โพธารากุล,ภูมิใจไทย,บัญชีรายชื่อ,1.0,True,False,,,
,นาง,อรุณี ลิ้มมณี,ภูมิใจไทย,บัญชีรายชื่อ,1.0,True,False,,,
,นาย,คณนาถ หมื่นหนู,ภูมิใจไทย,บัญชีรายชื่อ,1.0,True,False,,,
,นางสาว,จุฬาลักษณ์ ด้วงทอง,ภูมิใจไทย,บัญชีรายชื่อ,1.0,True,False,,,
,นาง,วรรณะ ระเด่นอาหมัด,ภูมิใจไทย,บัญชีรายชื่อ,1.0,True,False,,,
,นาย,เนติวิทย์ ขาวดี,ภูมิใจไทย,บัญชีรายชื่อ,1.0,True,False,,,
,นาย,โปรดปราน โต๊ะราหนี,ภูมิใจไทย,บัญชีรายชื่อ,1.0,True,False,,,
,นาย,ธนิศร์ ศรีประเทศ,ภูมิใจไทย,บัญชีรายชื่อ,1.0,True,False,,,
,นาย,ดาโต๊ะสรีสุธิพันธ์ ศรีริกานนท์,ภูมิใจไทย,บัญชีรายชื่อ,1.0,True,False,,,
,นาย,ศิลปชัย บุญราย,ภูมิใจไทย,บัญชีรายชื่อ,1.0,True,False,,,
,นาย,ฟุรกร คอลอราแม,ภูมิใจไทย,บัญชีรายชื่อ,1.0,True,False,,,
,นาย,ลัทธจิต มีรักษ์,ภูมิใจไทย,บัญชีรายชื่อ,1.0,True,False,,,
,นาย,ปรีดา มนตรี,ภูมิใจไทย,บัญชีรายชื่อ,1.0,True,False,,,
,นาย,สุกษม อามระดิษ,ภูมิใจไทย,บัญชีรายชื่อ,1.0,True,False,,,
,นางสาว,ณิฐ์ภาวรรณย์ แตงเอี่ยม,ภูมิใจไทย,บัญชีรายชื่อ,1.0,True,False,,,
,นาย,ณรงค์กรณ์ คำแปง,ภูมิใจไทย,บัญชีรายชื่อ,1.0,True,False,,,
,นาย,อารมณ์ เวียงด้าน,ภูมิใจไทย,บัญชีรายชื่อ,1.0,True,False,,,
,นางสาว,อิสราพร บูรณอรรจน์,ภูมิใจไทย,บัญชีรายชื่อ,1.0,True,False,,,
,นาย,ธงธรรม ภูอ่าว,ภูมิใจไทย,บัญชีรายชื่อ,1.0,True,False,,,
,นาง,มยุรี ดำเนินผล,ภูมิใจไทย,บัญชีรายชื่อ,1.0,True,False,,,
,นางสาว,อภิรดี กู้ตลาด,ภูมิใจไทย,บัญชีรายชื่อ,1.0,True,False,,,
,นาย,กชพงศ์ โรจน์ไพศาลกิจ,ภูมิใจไทย,บัญชีรายชื่อ,1.0,True,False,,,
,นาง,จิณณา สืบสายไทย,ภูมิใจไทย,บัญชีรายชื่อ,1.0,True,False,,,
,นาย,ณัฐกฤตย์ ณ ชุมพร,ภูมิใจไทย,บัญชีรายชื่อ,1.0,True,False,,,
,นาย,สุรัตน์ ขาวเหลือง,ภูมิใจไทย,บัญชีรายชื่อ,1.0,True,False,,,
,นาย,พัสกร รังสิวัฒนศักดิ์,ภูมิใจไทย,บัญชีรายชื่อ,1.0,True,False,,,
,นาย,มนตรี เปรมบุญ,ภูมิใจไทย,บัญชีรายชื่อ,1.0,True,False,,,
,นาย,วรฐ สุนทรนนท์,ภูมิใจไทย,บัญชีรายชื่อ,1.0,True,False,,,
,นาย,วิรัตน์ รักษ์พันธ์,ภูมิใจไทย,บัญชีรายชื่อ,1.0,True,False,,,
,นาย,สมร ทิพบุญชู,ภูมิใจไทย,บัญชีรายชื่อ,1.0,True,False,,,
,พลตำรวจเอก,พุฒิพงศ์ ภู่เพียนเลิศ,ก้าวไกล,บัญชีรายชื่อ,1.0,True,False,,,
,นาย,อุดมเกียรติ อภินันทิกุล ปานมี,ภูมิใจไทย,บัญชีรายชื่อ,1.0,True,False,,,
,นาย,จักรพงษ์ วุฑฒยากร,ภูมิใจไทย,บัญชีรายชื่อ,1.0,True,False,,,
,นางสาว,ชนิกานต์ นุ่มบัว,ภูมิใจไทย,บัญชีรายชื่อ,1.0,True,False,,,
,นาย,โกมินทร์ โรจน์พานิช,ภูมิใจไทย,บัญชีรายชื่อ,1.0,True,False,,,
,นาย,เชาวฤทธิ์ ทรงนวรัตน์,ภูมิใจไทย,บัญชีรายชื่อ,1.0,True,False,,,
,นาย,ดำรงค์ ดีสกูล,ภูมิใจไทย,บัญชีรายชื่อ,1.0,True,False,,,
,นาย,ณัฐกร มั่นจิตต์,ภูมิใจไทย,บัญชีรายชื่อ,1.0,True,False,,,
,นาย,ธเนศ แสงโชติ,ภูมิใจไทย,บัญชีรายชื่อ,1.0,True,False,,,
,นาย,ธรรศกร พันธารีกุล,ภูมิใจไทย,บัญชีรายชื่อ,1.0,True,False,,,
,นาย,ณัฐพล จรัสสุริยพงศ์,ภูมิใจไทย,บัญชีรายชื่อ,1.0,True,False,,,
,นาย,เปรมกมล พาชีรัตน์,ภูมิใจไทย,บัญชีรายชื่อ,1.0,True,False,,,
,นาย,พิษณุ เนียมประเสริฐ,ภูมิใจไทย,บัญชีรายชื่อ,1.0,True,False,,,
,นาย,เลิศศักดิ์ ปนกลิ่น,ภูมิใจไทย,บัญชีรายชื่อ,1.0,True,False,,,
,นาย,วัชรินทร์ ทองคำใส,ภูมิใจไทย,บัญชีรายชื่อ,1.0,True,False,,,
,นาย,วีรศักดิ์ ชุณหจักร,ภูมิใจไทย,บัญชีรายชื่อ,1.0,True,False,,,
,นาย,ศารัช โชคแจ่มใส,ภูมิใจไทย,บัญชีรายชื่อ,1.0,True,False,,,
,นาย,สุกรี หรีมหนก,ภูมิใจไทย,บัญชีรายชื่อ,1.0,True,False,,,
,นางสาว,สุกฤตา สื่อเจริญ,ภูมิใจไทย,บัญชีรายชื่อ,1.0,True,False,,,
,นาย,สัญญพงศ์ ภู่ประดิษฐศิลป์,ภูมิใจไทย,บัญชีรายชื่อ,1.0,True,False,,,
,นาย,สมบูรณ์ บุญยรัตนประภา,ภูมิใจไทย,บัญชีรายชื่อ,1.0,True,False,,,
,นาย,สมนึก มีแสง,ภูมิใจไทย,บัญชีรายชื่อ,1.0,True,False,,,
,นาย,สมชัย ตั้งปวิทยา,ภูมิใจไทย,บัญชีรายชื่อ,1.0,True,False,,,
,นาย,ศุภมิตร ชลประเสริฐ,ภูมิใจไทย,บัญชีรายชื่อ,1.0,True,False,,,
,นาย,นิวัฒน์ ดวงจิโน,ภูมิใจไทย,บัญชีรายชื่อ,1.0,True,False,,,
,นาย,ประเทือง เกื้อด้วง,ภูมิใจไทย,บัญชีรายชื่อ,1.0,True,False,,,
,นาย,พงศกร เกตุประภากร,ภูมิใจไทย,บัญชีรายชื่อ,1.0,True,False,,,
,นาย,มนัส โกศล,แรงงานสร้างชาติ,บัญชีรายชื่อ,1.0,True,False,,,
,นาย,สมศักดิ์ ยศพยุงศักดิ์,แรงงานสร้างชาติ,บัญชีรายชื่อ,1.0,True,False,,,
,นาย,นิกรณ์ ไผ่ตระกูล,แรงงานสร้างชาติ,บัญชีรายชื่อ,1.0,True,False,,,
